Year,Institution_raw,doctorate_by_research,masters_by_research,hdr_completions,hdr_has_suppressed_np,total_completions,source,HEP_Code,Institution_canonical,rbg_total,rbg_rtp,rbg_rsp_like,rbg_total_covid_adj
2019,University of Divinity,18.0,2.0,20.0,False,631.0,legacy_xls_table8,4331,University of Divinity,1559767,888184.0,671583.0,1559767.0
2019,Victoria University,96.0,,96.0,True,7039.0,legacy_xls_table8,3007,Victoria University,11508114,7474404.0,4033710.0,11508114.0
2019,Bond University,22.0,2.0,24.0,False,1898.0,legacy_xls_table8,3003,Bond University ,3689163,1882409.0,1806754.0,3689163.0
2019,CQUniversity,37.0,11.0,48.0,False,5523.0,legacy_xls_table8,2200,Central Queensland University,6048449,3600656.0,2447793.0,6048449.0
2019,Griffith University,299.0,58.0,357.0,False,10043.0,legacy_xls_table8,3032,Griffith University,41096997,23905484.0,17191513.0,41096997.0
2019,James Cook University,125.0,5.0,130.0,False,4817.0,legacy_xls_table8,1019,James Cook University,26103331,14277427.0,11825904.0,26103331.0
2019,Queensland University of Technology,246.0,,246.0,True,11935.0,legacy_xls_table8,3042,Queensland University of Technology,52571879,30583173.0,21988706.0,52571879.0
2019,The University of Queensland,765.0,74.0,839.0,False,13865.0,legacy_xls_table8,3019,The University of Queensland,182265946,95788078.0,86477868.0,182265946.0
2019,University of Southern Queensland,91.0,13.0,104.0,False,3681.0,legacy_xls_table8,2201,University of Southern Queensland,8616962,5309944.0,3307018.0,8616962.0
2019,University of the Sunshine Coast,77.0,10.0,87.0,False,3080.0,legacy_xls_table8,3043,University of the Sunshine Coast,7073516,3112889.0,3960627.0,7073516.0
2019,Curtin University,282.0,43.0,325.0,False,9751.0,legacy_xls_table8,2236,Curtin University,46653491,26300178.0,20353313.0,46653491.0
2019,Edith Cowan University,71.0,,71.0,True,5747.0,legacy_xls_table8,2235,Edith Cowan University,10750619,6773116.0,3977503.0,10750619.0
2019,Murdoch University,91.0,,91.0,True,4651.0,legacy_xls_table8,1034,Murdoch University,17313547,9741486.0,7572061.0,17313547.0
2019,The University of Notre Dame Australia,19.0,,19.0,True,2272.0,legacy_xls_table8,3044,The University of Notre Dame Australia,1547370,862242.0,685128.0,1547370.0
2019,The University of Western Australia,286.0,40.0,326.0,False,6827.0,legacy_xls_table8,1055,The University of Western Australia,91119779,47405537.0,43714242.0,91119779.0
2019,Flinders University,199.0,11.0,210.0,False,6508.0,legacy_xls_table8,3029,Flinders University,26798975,15171865.0,11627110.0,26798975.0
2019,The University of Adelaide,330.0,72.0,402.0,False,6724.0,legacy_xls_table8,3010,The University of Adelaide,85358197,46227219.0,39130978.0,85358197.0
2019,Torrens University Australia,2.0,0.0,2.0,False,2910.0,legacy_xls_table8,4449,Torrens University Australia,227845,69046.0,158799.0,227845.0
2019,University of South Australia,120.0,,120.0,True,6986.0,legacy_xls_table8,3027,University of South Australia,35631691,19633827.0,15997864.0,35631691.0
2019,University of Tasmania,256.0,21.0,277.0,False,10126.0,legacy_xls_table8,3045,University of Tasmania,47368888,24664377.0,22704511.0,47368888.0
2019,Batchelor Institute of Indigenous Tertiary Education,2.0,0.0,2.0,False,2.0,legacy_xls_table8,2246,Batchelor Institute of Indigenous Tertiary Education,259701,127117.0,132584.0,259701.0
2019,Charles Darwin University,40.0,8.0,48.0,False,1824.0,legacy_xls_table8,3001,Charles Darwin University,18243149,7496422.0,10746727.0,18243149.0
2019,The Australian National University,371.0,,371.0,True,7721.0,legacy_xls_table8,3033,The Australian National University,123185967,57768490.0,65417477.0,123185967.0
2019,University of Canberra,59.0,2.0,61.0,False,3643.0,legacy_xls_table8,2241,University of Canberra,8838702,5031575.0,3807127.0,8838702.0
2019,Australian Catholic University,53.0,,53.0,True,8236.0,legacy_xls_table8,3006,Australian Catholic University,7109846,3856906.0,3252940.0,7109846.0
2020,Australian Catholic University,,,58.0,False,7243.0,perturbed_pivot_2024,3006,Australian Catholic University,7079808,3933890.0,3145918.0,7079808.0
2020,Batchelor Institute of Indigenous Tertiary Education,,,2.0,False,5.0,perturbed_pivot_2024,2246,Batchelor Institute of Indigenous Tertiary Education,250300,122078.0,128222.0,250300.0
2020,Bond University,,,19.0,False,1373.0,perturbed_pivot_2024,3003,Bond University ,3626847,1879535.0,1747312.0,3626847.0
2020,CQUniversity,,,45.0,False,6075.0,perturbed_pivot_2024,2200,Central Queensland University,6308179,3670417.0,2637762.0,6308179.0
2020,Charles Darwin University,,,53.0,False,2197.0,perturbed_pivot_2024,3001,Charles Darwin University,18298120,7646784.0,10651336.0,18298120.0
2020,Charles Sturt University,,,83.0,False,10377.0,perturbed_pivot_2024,3005,Charles Sturt University,9583963,6278059.0,3305904.0,9583963.0
2020,Curtin University,,,342.0,False,9787.0,perturbed_pivot_2024,2236,Curtin University,48012801,27169347.0,20843454.0,48012801.0
2020,Deakin University,,,257.0,False,13693.0,perturbed_pivot_2024,3030,Deakin University,34172636,19988998.0,14183638.0,34172636.0
2020,Edith Cowan University,,,115.0,False,6398.0,perturbed_pivot_2024,2235,Edith Cowan University,10594045,6747402.0,3846643.0,10594045.0
2020,Federation University Australia,,,53.0,False,4407.0,perturbed_pivot_2024,2154,Federation University Australia,3647296,2196126.0,1451170.0,3647296.0
2020,Flinders University,,,175.0,False,4862.0,perturbed_pivot_2024,3029,Flinders University,26350551,15105973.0,11244578.0,26350551.0
2020,Griffith University,,,333.0,False,10107.0,perturbed_pivot_2024,3032,Griffith University,41427329,24663393.0,16763936.0,41427329.0
2020,James Cook University,,,126.0,False,4836.0,perturbed_pivot_2024,1019,James Cook University,25580615,14143783.0,11436832.0,25580615.0
2020,La Trobe University,,,203.0,False,9229.0,perturbed_pivot_2024,3020,La Trobe University,35345404,18931954.0,16413450.0,35345404.0
2020,Macquarie University,,,464.0,False,9084.0,perturbed_pivot_2024,3025,Macquarie University,45431482,29620984.0,15810498.0,45431482.0
2020,Monash University,,,816.0,False,23891.0,perturbed_pivot_2024,3035,Monash University,176665786,91723989.0,84941797.0,176665786.0
2020,Murdoch University,,,115.0,False,5140.0,perturbed_pivot_2024,1034,Murdoch University,17299284,9976344.0,7322940.0,17299284.0
2020,Queensland University of Technology,,,281.0,False,10943.0,perturbed_pivot_2024,3042,Queensland University of Technology,52474025,30903416.0,21570609.0,52474025.0
2020,RMIT University,,,350.0,False,18647.0,perturbed_pivot_2024,3034,Royal Melbourne Institute of Technology,33425353,21525865.0,11899488.0,33425353.0
2020,Southern Cross University,,,44.0,False,3024.0,perturbed_pivot_2024,3038,Southern Cross University,7109163,4204354.0,2904809.0,7109163.0
2020,Swinburne University of Technology,,,178.0,False,8116.0,perturbed_pivot_2024,2177,Swinburne University of Technology,19131951,11849456.0,7282495.0,19131951.0
2020,The Australian National University,,,357.0,False,7280.0,perturbed_pivot_2024,3033,The Australian National University,126141524,59083721.0,67057803.0,126141524.0
2020,The University of Adelaide,,,415.0,False,6957.0,perturbed_pivot_2024,3010,The University of Adelaide,86300278,46680414.0,39619864.0,86300278.0
2020,The University of Melbourne,,,907.0,False,21078.0,perturbed_pivot_2024,3036,The University of Melbourne,210568602,103597249.0,106971353.0,210568602.0
2020,The University of New England,,,99.0,False,3652.0,perturbed_pivot_2024,3039,University of New England,16661531,9114384.0,7547147.0,16661531.0
2020,The University of Newcastle,,,296.0,False,7526.0,perturbed_pivot_2024,3014,University of Newcastle,48341662,25194502.0,23147160.0,48341662.0
2020,The University of Notre Dame Australia,,,69.0,False,2714.0,perturbed_pivot_2024,3044,The University of Notre Dame Australia,1714856,1052269.0,662587.0,1714856.0
2020,The University of Queensland,,,822.0,False,13133.0,perturbed_pivot_2024,3019,The University of Queensland,183472303,95936204.0,87536099.0,183472303.0
2020,The University of Sydney,,,740.0,False,16765.0,perturbed_pivot_2024,3040,The University of Sydney,178474984,93517054.0,84957930.0,178474984.0
2020,The University of Western Australia,,,314.0,False,6267.0,perturbed_pivot_2024,1055,The University of Western Australia,88869768,46593725.0,42276043.0,88869768.0
2020,Torrens University Australia,,,2.0,False,5137.0,perturbed_pivot_2024,4449,Torrens University Australia,293490,101887.0,191603.0,293490.0
2020,University of Canberra,,,52.0,False,3920.0,perturbed_pivot_2024,2241,University of Canberra,8704000,5022127.0,3681873.0,8704000.0
2020,University of Divinity,,,9.0,False,443.0,perturbed_pivot_2024,4331,University of Divinity,1481157,831669.0,649488.0,1481157.0
2020,University of New South Wales,,,660.0,False,15491.0,perturbed_pivot_2024,3013,University of New South Wales,177882098,91086046.0,86796052.0,177882098.0
2020,University of South Australia,,,179.0,False,7392.0,perturbed_pivot_2024,3027,University of South Australia,36525751,19622443.0,16903308.0,36525751.0
2020,University of Southern Queensland,,,114.0,False,4193.0,perturbed_pivot_2024,2201,University of Southern Queensland,9274403,5569228.0,3705175.0,9274403.0
2020,University of Tasmania,,,224.0,False,10043.0,perturbed_pivot_2024,3045,University of Tasmania,46966924,25009391.0,21957533.0,46966924.0
2020,University of Technology Sydney,,,314.0,False,11960.0,perturbed_pivot_2024,3016,University of Technology Sydney,33010743,18602644.0,14408099.0,33010743.0
2020,University of Wollongong,,,251.0,False,8271.0,perturbed_pivot_2024,1058,University of Wollongong,39430195,23692889.0,15737306.0,39430195.0
2020,University of the Sunshine Coast,,,43.0,False,2952.0,perturbed_pivot_2024,3043,University of the Sunshine Coast,8424341,3739106.0,4685235.0,8424341.0
2020,Victoria University,,,125.0,False,7657.0,perturbed_pivot_2024,3007,Victoria University,11397507,7496506.0,3901001.0,11397507.0
2020,Western Sydney University,,,243.0,False,8597.0,perturbed_pivot_2024,3004,Western Sydney University,19927886,11745665.0,8182221.0,19927886.0
2021,Australian Catholic University,,,37.0,False,7243.0,perturbed_pivot_2024,3006,Australian Catholic University,8899357,3968872.0,4930485.0,7011289.29754386
2021,Batchelor Institute of Indigenous Tertiary Education,,,2.0,False,2.0,perturbed_pivot_2024,2246,Batchelor Institute of Indigenous Tertiary Education,434940,139526.0,295414.0,278970.07877291203
2021,Bond University,,,35.0,False,1796.0,perturbed_pivot_2024,3003,Bond University ,4468309,1846509.0,2621800.0,3536334.4350577397
2021,CQUniversity,,,45.0,False,5269.0,perturbed_pivot_2024,2200,Central Queensland University,9528892,3679941.0,5848951.0,6463772.1999053005
2021,Charles Darwin University,,,63.0,False,2350.0,perturbed_pivot_2024,3001,Charles Darwin University,29063333,7766524.0,21296809.0,18067431.044732697
2021,Charles Sturt University,,,53.0,False,9526.0,perturbed_pivot_2024,3005,Charles Sturt University,12258055,5998381.0,6259674.0,9195520.758130841
2021,Curtin University,,,331.0,False,10076.0,perturbed_pivot_2024,2236,Curtin University,72099626,27825644.0,44273982.0,49101173.0186733
2021,Deakin University,,,293.0,False,16286.0,perturbed_pivot_2024,3030,Deakin University,52346968,20453826.0,31893142.0,35587255.7411475
2021,Edith Cowan University,,,103.0,False,7539.0,perturbed_pivot_2024,2235,Edith Cowan University,14078942,6679659.0,7399283.0,10399747.444986809
2021,Federation University Australia,,,49.0,False,4244.0,perturbed_pivot_2024,2154,Federation University Australia,4854025,2273755.0,2580270.0,3677181.50688185
2021,Flinders University,,,177.0,False,7217.0,perturbed_pivot_2024,3029,Flinders University,38410268,15336016.0,23074252.0,26432911.816145502
2021,Griffith University,,,341.0,False,11141.0,perturbed_pivot_2024,3032,Griffith University,60950311,25290058.0,35660253.0,42420689.5301769
2021,James Cook University,,,107.0,False,5163.0,perturbed_pivot_2024,1019,James Cook University,34361812,13828630.0,20533182.0,24889190.226268798
2021,La Trobe University,,,210.0,False,9505.0,perturbed_pivot_2024,3020,La Trobe University,53682865,19474602.0,34208263.0,35926079.2216382
2021,Macquarie University,,,533.0,False,10121.0,perturbed_pivot_2024,3025,Macquarie University,65806094,30649639.0,35156455.0,47372210.0603461
2021,Monash University,,,877.0,False,25591.0,perturbed_pivot_2024,3035,Monash University,287039990,95438167.0,191601823.0,186291919.2597382
2021,Murdoch University,,,116.0,False,5328.0,perturbed_pivot_2024,1034,Murdoch University,26863118,10246001.0,16617117.0,18115348.06419456
2021,Queensland University of Technology,,,437.0,False,12200.0,perturbed_pivot_2024,3042,Queensland University of Technology,72857176,30830953.0,42026223.0,51691888.962143704
2021,RMIT University,,,286.0,False,19190.0,perturbed_pivot_2024,3034,Royal Melbourne Institute of Technology,47926774,22010716.0,25916058.0,34394654.341820404
2021,Southern Cross University,,,59.0,False,4117.0,perturbed_pivot_2024,3038,Southern Cross University,10084191,4119561.0,5964630.0,6988077.8359433
2021,Swinburne University of Technology,,,221.0,False,8225.0,perturbed_pivot_2024,2177,Swinburne University of Technology,30220258,12706919.0,17513339.0,20899802.72617201
2021,The Australian National University,,,349.0,False,6768.0,perturbed_pivot_2024,3033,The Australian National University,197456056,59495907.0,137960149.0,125843861.1643945
2021,The University of Adelaide,,,400.0,False,8065.0,perturbed_pivot_2024,3010,The University of Adelaide,128741305,46850222.0,81891083.0,86233376.07389471
2021,The University of Melbourne,,,395.0,False,22097.0,perturbed_pivot_2024,3036,The University of Melbourne,321081671,106567611.0,214514060.0,210019606.47759
2021,The University of New England,,,134.0,False,3801.0,perturbed_pivot_2024,3039,University of New England,24723640,9083459.0,15640181.0,16605152.677680481
2021,The University of Newcastle,,,339.0,False,7483.0,perturbed_pivot_2024,3014,University of Newcastle,74205922,25840587.0,48365335.0,49100499.5263965
2021,The University of Notre Dame Australia,,,21.0,False,2261.0,perturbed_pivot_2024,3044,The University of Notre Dame Australia,2343962,1214150.0,1129812.0,1854937.887646053
2021,The University of Queensland,,,690.0,False,14952.0,perturbed_pivot_2024,3019,The University of Queensland,287800613,97299757.0,190500856.0,188345673.11555588
2021,The University of Sydney,,,524.0,False,22376.0,perturbed_pivot_2024,3040,The University of Sydney,274510360,91933059.0,182577301.0,179438325.4485111
2021,The University of Western Australia,,,312.0,False,6510.0,perturbed_pivot_2024,1055,The University of Western Australia,132531355,46116371.0,86414984.0,87675165.1640991
2021,Torrens University Australia,,,3.0,False,5890.0,perturbed_pivot_2024,4449,Torrens University Australia,550210,130751.0,419459.0,330958.218572399
2021,University of Canberra,,,64.0,False,3847.0,perturbed_pivot_2024,2241,University of Canberra,13307644,5118839.0,8188805.0,9013756.93357188
2021,University of Divinity,,,13.0,False,346.0,perturbed_pivot_2024,4331,University of Divinity,2007726,819980.0,1187746.0,1448099.8447471191
2021,University of New South Wales,,,766.0,False,17248.0,perturbed_pivot_2024,3013,University of New South Wales,286305869,94094591.0,192211278.0,185604379.2869418
2021,University of South Australia,,,170.0,False,7981.0,perturbed_pivot_2024,3027,University of South Australia,53827128,19005310.0,34821818.0,35751858.7851567
2021,University of Southern Queensland,,,143.0,False,4152.0,perturbed_pivot_2024,2201,University of Southern Queensland,15462126,6030159.0,9431967.0,10392257.5861535
2021,University of Tasmania,,,223.0,False,11176.0,perturbed_pivot_2024,3045,University of Tasmania,68293104,25397277.0,42895827.0,46632407.1625122
2021,University of Technology Sydney,,,197.0,False,8411.0,perturbed_pivot_2024,3016,University of Technology Sydney,54204501,20195726.0,34008775.0,36167032.9861186
2021,University of Wollongong,,,297.0,False,8513.0,perturbed_pivot_2024,1058,University of Wollongong,56192274,24183666.0,32008608.0,39577282.650396004
2021,University of the Sunshine Coast,,,69.0,False,3156.0,perturbed_pivot_2024,3043,University of the Sunshine Coast,16348914,4597473.0,11751441.0,10048246.971083991
2021,Victoria University,,,116.0,False,8333.0,perturbed_pivot_2024,3007,Victoria University,14689845,7385389.0,7304456.0,11158047.066782389
2021,Western Sydney University,,,235.0,False,8225.0,perturbed_pivot_2024,3004,Western Sydney University,30061632,12467369.0,17594263.0,20898788.35986311
2022,Australian Catholic University,,,34.0,False,7423.0,perturbed_pivot_2024,3006,Australian Catholic University,4588489,3120749.0,1467740.0,4588489.0
2022,Bond University,,,28.0,False,1545.0,perturbed_pivot_2024,3003,Bond University ,2467455,1544813.0,922642.0,2467455.0
2022,CQUniversity,,,62.0,False,4096.0,perturbed_pivot_2024,2200,Central Queensland University,6875103,3688488.0,3186615.0,6875103.0
2022,Charles Darwin University,,,43.0,False,2314.0,perturbed_pivot_2024,3001,Charles Darwin University,18205976,8041855.0,10164121.0,18205976.0
2022,Charles Sturt University,,,67.0,False,8455.0,perturbed_pivot_2024,3005,Charles Sturt University,6653576,4489624.0,2163952.0,6653576.0
2022,Curtin University,,,311.0,False,10225.0,perturbed_pivot_2024,2236,Curtin University,50218883,29273950.0,20944933.0,50218883.0
2022,Deakin University,,,317.0,False,13562.0,perturbed_pivot_2024,3030,Deakin University,37132978,20839807.0,16293171.0,37132978.0
2022,Edith Cowan University,,,124.0,False,6398.0,perturbed_pivot_2024,2235,Edith Cowan University,9870049,6411545.0,3458504.0,9870049.0
2022,Federation University Australia,,,40.0,False,3071.0,perturbed_pivot_2024,2154,Federation University Australia,3633062,2572241.0,1060821.0,3633062.0
2022,Flinders University,,,151.0,False,5876.0,perturbed_pivot_2024,3029,Flinders University,27011611,15217026.0,11794585.0,27011611.0
2022,Griffith University,,,330.0,False,10331.0,perturbed_pivot_2024,3032,Griffith University,41470890,25154439.0,16316451.0,41470890.0
2022,James Cook University,,,142.0,False,4807.0,perturbed_pivot_2024,1019,James Cook University,18513891,11195924.0,7317967.0,18513891.0
2022,La Trobe University,,,255.0,False,8328.0,perturbed_pivot_2024,3020,La Trobe University,34441123,18453725.0,15987398.0,34441123.0
2022,Macquarie University,,,485.0,False,9048.0,perturbed_pivot_2024,3025,Macquarie University,47352472,30316330.0,17036142.0,47352472.0
2022,Monash University,,,961.0,False,24217.0,perturbed_pivot_2024,3035,Monash University,199664092,102424908.0,97239184.0,199664092.0
2022,Murdoch University,,,165.0,False,4857.0,perturbed_pivot_2024,1034,Murdoch University,17329915,9827392.0,7502523.0,17329915.0
2022,Queensland University of Technology,,,411.0,False,11361.0,perturbed_pivot_2024,3042,Queensland University of Technology,48384663,29068532.0,19316131.0,48384663.0
2022,RMIT University,,,377.0,False,18671.0,perturbed_pivot_2024,3034,Royal Melbourne Institute of Technology,38172479,24817631.0,13354848.0,38172479.0
2022,Southern Cross University,,,56.0,False,4183.0,perturbed_pivot_2024,3038,Southern Cross University,6153108,3326464.0,2826644.0,6153108.0
2022,Swinburne University of Technology,,,261.0,False,7616.0,perturbed_pivot_2024,2177,Swinburne University of Technology,22787199,14242555.0,8544644.0,22787199.0
2022,The Australian National University,,,374.0,False,6837.0,perturbed_pivot_2024,3033,The Australian National University,115213731,53648762.0,61564969.0,115213731.0
2022,The University of Adelaide,,,448.0,False,7260.0,perturbed_pivot_2024,3010,The University of Adelaide,86963681,46169968.0,40793713.0,86963681.0
2022,The University of Melbourne,,,744.0,False,21630.0,perturbed_pivot_2024,3036,The University of Melbourne,222931509,111813256.0,111118253.0,222931509.0
2022,The University of New England,,,87.0,False,3650.0,perturbed_pivot_2024,3039,University of New England,17409091,9261262.0,8147829.0,17409091.0
2022,The University of Newcastle,,,283.0,False,7746.0,perturbed_pivot_2024,3014,University of Newcastle,51244345,27539140.0,23705205.0,51244345.0
2022,The University of Notre Dame Australia,,,40.0,False,2730.0,perturbed_pivot_2024,3044,The University of Notre Dame Australia,2183156,1702450.0,480706.0,2183156.0
2022,The University of Queensland,,,763.0,False,13930.0,perturbed_pivot_2024,3019,The University of Queensland,191682874,100217285.0,91465589.0,191682874.0
2022,The University of Sydney,,,814.0,False,21113.0,perturbed_pivot_2024,3040,The University of Sydney,178391184,90173615.0,88217569.0,178391184.0
2022,The University of Western Australia,,,333.0,False,6376.0,perturbed_pivot_2024,1055,The University of Western Australia,85334005,42513528.0,42820477.0,85334005.0
2022,Torrens University Australia,,,17.0,False,5765.0,perturbed_pivot_2024,4449,Torrens University Australia,403109,193670.0,209439.0,403109.0
2022,University of Canberra,,,61.0,False,3801.0,perturbed_pivot_2024,2241,University of Canberra,8442763,4366091.0,4076672.0,8442763.0
2022,University of Divinity,,,9.0,False,392.0,perturbed_pivot_2024,4331,University of Divinity,1105180,636254.0,468926.0,1105180.0
2022,University of New South Wales,,,820.0,False,17938.0,perturbed_pivot_2024,3013,University of New South Wales,193565978,96402360.0,97163618.0,193565978.0
2022,University of South Australia,,,156.0,False,7494.0,perturbed_pivot_2024,3027,University of South Australia,31891857,15858732.0,16033125.0,31891857.0
2022,University of Southern Queensland,,,139.0,False,3721.0,perturbed_pivot_2024,2201,University of Southern Queensland,12246883,7807530.0,4439353.0,12246883.0
2022,University of Tasmania,,,247.0,False,12502.0,perturbed_pivot_2024,3045,University of Tasmania,45790877,25859741.0,19931136.0,45790877.0
2022,University of Technology Sydney,,,366.0,False,11273.0,perturbed_pivot_2024,3016,University of Technology Sydney,42575185,25973884.0,16601301.0,42575185.0
2022,University of Wollongong,,,263.0,False,7279.0,perturbed_pivot_2024,1058,University of Wollongong,36898549,22728971.0,14169578.0,36898549.0
2022,University of the Sunshine Coast,,,52.0,False,2940.0,perturbed_pivot_2024,3043,University of the Sunshine Coast,11382454,6211468.0,5170986.0,11382454.0
2022,Victoria University,,,99.0,False,5629.0,perturbed_pivot_2024,3007,Victoria University,9550925,6504162.0,3046763.0,9550925.0
2022,Western Sydney University,,,215.0,False,11804.0,perturbed_pivot_2024,3004,Western Sydney University,22321219,14151147.0,8170072.0,22321219.0
2023,Australian Catholic University,,,53.0,False,7182.0,perturbed_pivot_2024,3006,Australian Catholic University,4356586,2876087.0,1480499.0,4356586.0
2023,Batchelor Institute of Indigenous Tertiary Education,,,3.0,False,3.0,perturbed_pivot_2024,2246,Batchelor Institute of Indigenous Tertiary Education,349025,174602.0,174423.0,349025.0
2023,Bond University,,,19.0,False,1754.0,perturbed_pivot_2024,3003,Bond University ,2774328,1864695.0,909633.0,2774328.0
2023,CQUniversity,,,44.0,False,3918.0,perturbed_pivot_2024,2200,Central Queensland University,7423540,3840243.0,3583297.0,7423540.0
2023,Charles Darwin University,,,46.0,False,2929.0,perturbed_pivot_2024,3001,Charles Darwin University,19235065,8539898.0,10695167.0,19235065.0
2023,Charles Sturt University,,,56.0,False,7331.0,perturbed_pivot_2024,3005,Charles Sturt University,7147484,4642645.0,2504839.0,7147484.0
2023,Curtin University,,,327.0,False,10255.0,perturbed_pivot_2024,2236,Curtin University,50684099,29670302.0,21013797.0,50684099.0
2023,Deakin University,,,339.0,False,13284.0,perturbed_pivot_2024,3030,Deakin University,42829550,23997700.0,18831850.0,42829550.0
2023,Edith Cowan University,,,128.0,False,6089.0,perturbed_pivot_2024,2235,Edith Cowan University,10281811,6580496.0,3701315.0,10281811.0
2023,Federation University Australia,,,40.0,False,3233.0,perturbed_pivot_2024,2154,Federation University Australia,4157383,2974444.0,1182939.0,4157383.0
2023,Flinders University,,,129.0,False,5419.0,perturbed_pivot_2024,3029,Flinders University,30849454,16850703.0,13998751.0,30849454.0
2023,Griffith University,,,362.0,False,9305.0,perturbed_pivot_2024,3032,Griffith University,42175399,26006458.0,16168941.0,42175399.0
2023,James Cook University,,,104.0,False,4612.0,perturbed_pivot_2024,1019,James Cook University,17631072,10432319.0,7198753.0,17631072.0
2023,La Trobe University,,,248.0,False,8075.0,perturbed_pivot_2024,3020,La Trobe University,33333108,17964869.0,15368239.0,33333108.0
2023,Macquarie University,,,523.0,False,8574.0,perturbed_pivot_2024,3025,Macquarie University,48530421,31331018.0,17199403.0,48530421.0
2023,Monash University,,,1039.0,False,23134.0,perturbed_pivot_2024,3035,Monash University,209259325,107450028.0,101809297.0,209259325.0
2023,Murdoch University,,,137.0,False,4666.0,perturbed_pivot_2024,1034,Murdoch University,16082128,9700041.0,6382087.0,16082128.0
2023,Queensland University of Technology,,,392.0,False,10535.0,perturbed_pivot_2024,3042,Queensland University of Technology,52786093,31692976.0,21093117.0,52786093.0
2023,RMIT University,,,447.0,False,17944.0,perturbed_pivot_2024,3034,Royal Melbourne Institute of Technology,42474565,27264714.0,15209851.0,42474565.0
2023,Southern Cross University,,,73.0,False,4192.0,perturbed_pivot_2024,3038,Southern Cross University,7138417,4129550.0,3008867.0,7138417.0
2023,Swinburne University of Technology,,,260.0,False,8491.0,perturbed_pivot_2024,2177,Swinburne University of Technology,25138998,15728868.0,9410130.0,25138998.0
2023,The Australian National University,,,394.0,False,6371.0,perturbed_pivot_2024,3033,The Australian National University,111732293,52476862.0,59255431.0,111732293.0
2023,The University of Adelaide,,,380.0,False,7377.0,perturbed_pivot_2024,3010,The University of Adelaide,98356628,50193228.0,48163400.0,98356628.0
2023,The University of Melbourne,,,843.0,False,22194.0,perturbed_pivot_2024,3036,The University of Melbourne,234362937,114471132.0,119891805.0,234362937.0
2023,The University of New England,,,99.0,False,3556.0,perturbed_pivot_2024,3039,University of New England,17907725,9929354.0,7978371.0,17907725.0
2023,The University of Newcastle,,,215.0,False,7475.0,perturbed_pivot_2024,3014,University of Newcastle,54950636,30662349.0,24288287.0,54950636.0
2023,The University of Notre Dame Australia,,,39.0,False,2401.0,perturbed_pivot_2024,3044,The University of Notre Dame Australia,2739981,2222326.0,517655.0,2739981.0
2023,The University of Queensland,,,784.0,False,13850.0,perturbed_pivot_2024,3019,The University of Queensland,180611789,94870189.0,85741600.0,180611789.0
2023,The University of Sydney,,,949.0,False,20718.0,perturbed_pivot_2024,3040,The University of Sydney,192353810,95933704.0,96420106.0,192353810.0
2023,The University of Western Australia,,,385.0,False,6427.0,perturbed_pivot_2024,1055,The University of Western Australia,85047271,42064772.0,42982499.0,85047271.0
2023,Torrens University Australia,,,0.0,False,4702.0,perturbed_pivot_2024,4449,Torrens University Australia,436616,208714.0,227902.0,436616.0
2023,University of Canberra,,,65.0,False,3906.0,perturbed_pivot_2024,2241,University of Canberra,7351273,4001021.0,3350252.0,7351273.0
2023,University of Divinity,,,13.0,False,448.0,perturbed_pivot_2024,4331,University of Divinity,974077,513984.0,460093.0,974077.0
2023,University of New South Wales,,,792.0,False,18433.0,perturbed_pivot_2024,3013,University of New South Wales,196013585,97780933.0,98232652.0,196013585.0
2023,University of South Australia,,,183.0,False,7212.0,perturbed_pivot_2024,3027,University of South Australia,33186798,16956684.0,16230114.0,33186798.0
2023,University of Southern Queensland,,,126.0,False,3756.0,perturbed_pivot_2024,2201,University of Southern Queensland,13162298,8665604.0,4496694.0,13162298.0
2023,University of Tasmania,,,254.0,False,9103.0,perturbed_pivot_2024,3045,University of Tasmania,49478384,26684857.0,22793527.0,49478384.0
2023,University of Technology Sydney,,,355.0,False,10453.0,perturbed_pivot_2024,3016,University of Technology Sydney,44449378,28541184.0,15908194.0,44449378.0
2023,University of Wollongong,,,241.0,False,7311.0,perturbed_pivot_2024,1058,University of Wollongong,36702101,23545862.0,13156239.0,36702101.0
2023,University of the Sunshine Coast,,,69.0,False,3111.0,perturbed_pivot_2024,3043,University of the Sunshine Coast,9990007,5545472.0,4444535.0,9990007.0
2023,Victoria University,,,89.0,False,10514.0,perturbed_pivot_2024,3007,Victoria University,10369681,6635317.0,3734364.0,10369681.0
2023,Western Sydney University,,,289.0,False,9328.0,perturbed_pivot_2024,3004,Western Sydney University,24291938,15943858.0,8348080.0,24291938.0
2024,Australian Catholic University,,,54.0,False,7002.0,perturbed_pivot_2024,3006,Australian Catholic University,4358618,2700110.0,1658508.0,4358618.0
2024,Avondale University,,,8.0,False,255.0,perturbed_pivot_2024,2252,Avondale University ,129209,95094.0,34115.0,129209.0
2024,Batchelor Institute of Indigenous Tertiary Education,,,0.0,False,0.0,perturbed_pivot_2024,2246,Batchelor Institute of Indigenous Tertiary Education,455430,181933.0,273497.0,455430.0
2024,Bond University,,,41.0,False,1715.0,perturbed_pivot_2024,3003,Bond University ,3263146,2244753.0,1018393.0,3263146.0
2024,CQUniversity,,,73.0,False,5503.0,perturbed_pivot_2024,2200,Central Queensland University,7910457,4260945.0,3649512.0,7910457.0
