HEP_Code,Institution_raw,Year,Cohort,doctorate_by_research,masters_by_research,hdr_completions,hdr_has_suppressed_lt5,Institution_canonical,total_completions,rbg_total,rbg_rtp,rbg_rsp_like,rbg_total_covid_adj
3040,The University of Sydney,2018,Go8,315.0,88.0,403.0,False,The University of Sydney,16549.0,185555796,97508015.0,88047781.0,185555796.0
1055,The University of Western Australia,2018,Go8,287.0,51.0,338.0,False,The University of Western Australia,6814.0,94471933,48456942.0,46014991.0,94471933.0
4449,Torrens University Australia,2018,non-aligned,2.0,2.0,4.0,True,Torrens University Australia,2826.0,110830,45776.0,65054.0,110830.0
2241,University of Canberra,2018,IRU,66.0,8.0,74.0,False,University of Canberra,3610.0,9148003,5140501.0,4007502.0,9148003.0
4331,University of Divinity,2018,non-aligned,9.0,2.0,11.0,True,University of Divinity,532.0,1575419,909458.0,665961.0,1575419.0
3039,University of New England,2018,RUN,76.0,10.0,86.0,False,University of New England,3630.0,16344368,9072274.0,7272094.0,16344368.0
3013,University of New South Wales,2018,Go8,663.0,97.0,760.0,False,University of New South Wales,15244.0,169425334,89661819.0,79763515.0,169425334.0
3014,University of Newcastle,2018,ATN,253.0,13.0,266.0,False,University of Newcastle,6467.0,46241121,24081639.0,22159482.0,46241121.0
3027,University of South Australia,2018,ATN,144.0,15.0,159.0,False,University of South Australia,7180.0,35070473,19756278.0,15314195.0,35070473.0
2201,University of Southern Queensland,2018,RUN,79.0,5.0,84.0,False,University of Southern Queensland,4003.0,8576565,5294434.0,3282131.0,8576565.0
3045,University of Tasmania,2018,non-aligned,204.0,21.0,225.0,False,University of Tasmania,9751.0,48079915,24642801.0,23437114.0,48079915.0
3016,University of Technology Sydney,2018,ATN,251.0,35.0,286.0,False,University of Technology Sydney,11337.0,29577152,17081143.0,12496009.0,29577152.0
3043,University of the Sunshine Coast,2018,RUN,57.0,12.0,69.0,False,University of the Sunshine Coast,3035.0,5999194,2776828.0,3222366.0,5999194.0
1058,University of Wollongong,2018,non-aligned,239.0,52.0,291.0,False,University of Wollongong,7695.0,36485039,22740798.0,13744241.0,36485039.0
3007,Victoria University,2018,non-aligned,91.0,12.0,103.0,False,Victoria University,6676.0,11724598,7478587.0,4246011.0,11724598.0
3004,Western Sydney University,2018,IRU,142.0,73.0,215.0,False,Western Sydney University,9001.0,18351729,10865765.0,7485964.0,18351729.0
3006,Australian Catholic University,2017,non-aligned,39.0,7.0,46.0,False,Australian Catholic University,5815.0,7083808,3540319.0,3543489.0,7083808.0
2246,Batchelor Institute of Indigenous Tertiary Education,2017,non-aligned,2.0,0.0,2.0,True,Batchelor Institute of Indigenous Tertiary Education,2.0,329589,185163.0,144426.0,329589.0
3003,Bond University ,2017,non-aligned,21.0,9.0,30.0,False,Bond University ,1835.0,3818892,1850761.0,1968131.0,3818892.0
2200,Central Queensland University,2017,RUN,47.0,8.0,55.0,False,Central Queensland University,3835.0,5805057,3344697.0,2460360.0,5805057.0
3001,Charles Darwin University,2017,non-aligned,27.0,8.0,35.0,False,Charles Darwin University,1658.0,16196990,6968693.0,9228297.0,16196990.0
3005,Charles Sturt University,2017,RUN,86.0,6.0,92.0,False,Charles Sturt University,8949.0,9891873,6168180.0,3723693.0,9891873.0
2236,Curtin University,2017,ATN,302.0,41.0,343.0,False,Curtin University,10546.0,44098408,25318208.0,18780200.0,44098408.0
3030,Deakin University,2017,ATN,214.0,9.0,223.0,False,Deakin University,9539.0,30310136,19018960.0,11291176.0,30310136.0
2235,Edith Cowan University,2017,non-aligned,71.0,33.0,104.0,False,Edith Cowan University,6068.0,11637219,7304450.0,4332769.0,11637219.0
2154,Federation University Australia,2017,RUN,31.0,2.0,33.0,True,Federation University Australia,3221.0,3863999,2229434.0,1634565.0,3863999.0
3029,Flinders University,2017,IRU,119.0,10.0,129.0,False,Flinders University,5914.0,28007339,15603441.0,12403898.0,28007339.0
3032,Griffith University,2017,IRU,310.0,46.0,356.0,False,Griffith University,10682.0,38818471,22303418.0,16515053.0,38818471.0
1019,James Cook University,2017,IRU,130.0,8.0,138.0,False,James Cook University,4607.0,27049729,14167548.0,12882181.0,27049729.0
3020,La Trobe University,2017,IRU,197.0,24.0,221.0,False,La Trobe University,8534.0,31745202,18188206.0,13556996.0,31745202.0
3025,Macquarie University,2017,non-aligned,286.0,290.0,576.0,False,Macquarie University,9310.0,41569920,26183178.0,15386742.0,41569920.0
3035,Monash University,2017,Go8,779.0,97.0,876.0,False,Monash University,19662.0,165579081,84211508.0,81367573.0,165579081.0
1034,Murdoch University,2017,IRU,98.0,16.0,114.0,False,Murdoch University,5305.0,18287694,10039304.0,8248390.0,18287694.0
3042,Queensland University of Technology,2017,non-aligned,330.0,95.0,425.0,False,Queensland University of Technology,11942.0,52746006,30847741.0,21898265.0,52746006.0
3034,Royal Melbourne Institute of Technology,2017,ATN,305.0,37.0,342.0,False,Royal Melbourne Institute of Technology,17799.0,34676492,21285641.0,13390851.0,34676492.0
3038,Southern Cross University,2017,RUN,48.0,8.0,56.0,False,Southern Cross University,2837.0,7688850,4416941.0,3271909.0,7688850.0
2177,Swinburne University of Technology,2017,non-aligned,133.0,9.0,142.0,False,Swinburne University of Technology,6996.0,18444969,11637087.0,6807882.0,18444969.0
3033,The Australian National University,2017,Go8,434.0,40.0,474.0,False,The Australian National University,6835.0,115546110,55887941.0,59658169.0,115546110.0
3010,The University of Adelaide,2017,Go8,365.0,50.0,415.0,False,The University of Adelaide,6937.0,89195340,46569225.0,42626115.0,89195340.0
3036,The University of Melbourne,2017,Go8,716.0,109.0,825.0,False,The University of Melbourne,19986.0,191256995,95762452.0,95494543.0,191256995.0
3044,The University of Notre Dame Australia,2017,non-aligned,23.0,14.0,37.0,False,The University of Notre Dame Australia,2656.0,1565690,819367.0,746323.0,1565690.0
3019,The University of Queensland,2017,Go8,680.0,81.0,761.0,False,The University of Queensland,12580.0,184605997,94632784.0,89973213.0,184605997.0
3040,The University of Sydney,2017,Go8,701.0,190.0,891.0,False,The University of Sydney,15453.0,184626389,97465365.0,87161024.0,184626389.0
1055,The University of Western Australia,2017,Go8,298.0,59.0,357.0,False,The University of Western Australia,6896.0,94929527,47829133.0,47100394.0,94929527.0
4449,Torrens University Australia,2017,non-aligned,2.0,2.0,4.0,True,Torrens University Australia,929.0,50442,38872.0,11570.0,50442.0
2241,University of Canberra,2017,IRU,60.0,6.0,66.0,False,University of Canberra,3956.0,9292422,5145247.0,4147175.0,9292422.0
4331,University of Divinity,2017,non-aligned,10.0,2.0,12.0,True,University of Divinity,392.0,1514531,934113.0,580418.0,1514531.0
3039,University of New England,2017,RUN,96.0,12.0,108.0,False,University of New England,3639.0,16338615,8913576.0,7425039.0,16338615.0
3013,University of New South Wales,2017,Go8,632.0,105.0,737.0,False,University of New South Wales,13010.0,169061785,90616087.0,78445698.0,169061785.0
3014,University of Newcastle,2017,ATN,230.0,18.0,248.0,False,University of Newcastle,7193.0,44439735,23386843.0,21052892.0,44439735.0
3027,University of South Australia,2017,ATN,195.0,15.0,210.0,False,University of South Australia,7378.0,35694872,19846932.0,15847940.0,35694872.0
2201,University of Southern Queensland,2017,RUN,72.0,6.0,78.0,False,University of Southern Queensland,4096.0,8313305,5244951.0,3068354.0,8313305.0
3045,University of Tasmania,2017,non-aligned,215.0,15.0,230.0,False,University of Tasmania,7945.0,46477084,24257491.0,22219593.0,46477084.0
3016,University of Technology Sydney,2017,ATN,219.0,25.0,244.0,False,University of Technology Sydney,10652.0,28346525,16689029.0,11657496.0,28346525.0
3043,University of the Sunshine Coast,2017,RUN,34.0,2.0,36.0,True,University of the Sunshine Coast,2419.0,5155268,2428891.0,2726377.0,5155268.0
1058,University of Wollongong,2017,non-aligned,241.0,39.0,280.0,False,University of Wollongong,7063.0,36797735,22680303.0,14117432.0,36797735.0
3007,Victoria University,2017,non-aligned,112.0,9.0,121.0,False,Victoria University,7007.0,11704499,7310502.0,4393997.0,11704499.0
3004,Western Sydney University,2017,IRU,133.0,92.0,225.0,False,Western Sydney University,9163.0,18258370,10633202.0,7625168.0,18258370.0
3006,Australian Catholic University,2016,non-aligned,57.0,8.0,65.0,False,Australian Catholic University,6008.0,6935680,0.0,3468732.0,6935680.0
3003,Bond University ,2016,non-aligned,23.0,16.0,39.0,False,Bond University ,1846.0,3851835,0.0,1926609.0,3851835.0
2200,Central Queensland University,2016,RUN,57.0,6.0,63.0,False,Central Queensland University,3889.0,5951472,0.0,2408454.0,5951472.0
3001,Charles Darwin University,2016,non-aligned,32.0,9.0,41.0,False,Charles Darwin University,1563.0,14558158,0.0,7902388.0,14558158.0
3005,Charles Sturt University,2016,RUN,99.0,9.0,108.0,False,Charles Sturt University,9393.0,9711613,0.0,3645134.0,9711613.0
2236,Curtin University,2016,ATN,261.0,46.0,307.0,False,Curtin University,11157.0,41290539,0.0,16538140.0,41290539.0
3030,Deakin University,2016,ATN,259.0,14.0,273.0,False,Deakin University,10458.0,29100993,0.0,11052965.0,29100993.0
2235,Edith Cowan University,2016,non-aligned,67.0,23.0,90.0,False,Edith Cowan University,5428.0,11481866,0.0,4241360.0,11481866.0
2154,Federation University Australia,2016,RUN,24.0,2.0,26.0,True,Federation University Australia,3198.0,3994058,0.0,1600080.0,3994058.0
3029,Flinders University,2016,IRU,172.0,13.0,185.0,False,Flinders University,6073.0,27669249,0.0,11920937.0,27669249.0
3032,Griffith University,2016,IRU,333.0,21.0,354.0,False,Griffith University,10809.0,38068583,0.0,15741710.0,38068583.0
1019,James Cook University,2016,IRU,134.0,10.0,144.0,False,James Cook University,4100.0,25086480,0.0,11418948.0,25086480.0
3020,La Trobe University,2016,IRU,181.0,21.0,202.0,False,La Trobe University,8875.0,29456891,0.0,11510981.0,29456891.0
3025,Macquarie University,2016,non-aligned,284.0,254.0,538.0,False,Macquarie University,8470.0,39545845,0.0,15062126.0,39545845.0
3035,Monash University,2016,Go8,716.0,94.0,810.0,False,Monash University,18023.0,155160168,0.0,74599725.0,155160168.0
1034,Murdoch University,2016,IRU,110.0,14.0,124.0,False,Murdoch University,5565.0,18641169,0.0,8074373.0,18641169.0
3042,Queensland University of Technology,2016,non-aligned,303.0,128.0,431.0,False,Queensland University of Technology,11543.0,50167105,0.0,19629158.0,50167105.0
3034,Royal Melbourne Institute of Technology,2016,ATN,246.0,34.0,280.0,False,Royal Melbourne Institute of Technology,16731.0,33378279,0.0,12288157.0,33378279.0
3038,Southern Cross University,2016,RUN,60.0,6.0,66.0,False,Southern Cross University,2471.0,7882839,0.0,3202881.0,7882839.0
2177,Swinburne University of Technology,2016,non-aligned,121.0,11.0,132.0,False,Swinburne University of Technology,6668.0,18390724,0.0,6664255.0,18390724.0
3033,The Australian National University,2016,Go8,371.0,33.0,404.0,False,The Australian National University,6021.0,105207986,0.0,50985347.0,105207986.0
3010,The University of Adelaide,2016,Go8,333.0,72.0,405.0,False,The University of Adelaide,6941.0,87326232,0.0,41726828.0,87326232.0
3036,The University of Melbourne,2016,Go8,755.0,146.0,901.0,False,The University of Melbourne,19285.0,185051844,0.0,90001835.0,185051844.0
3044,The University of Notre Dame Australia,2016,non-aligned,8.0,15.0,23.0,False,The University of Notre Dame Australia,2605.0,1516024,0.0,730578.0,1516024.0
3019,The University of Queensland,2016,Go8,731.0,91.0,822.0,False,The University of Queensland,12045.0,176655314,0.0,84804893.0,176655314.0
3040,The University of Sydney,2016,Go8,679.0,194.0,873.0,False,The University of Sydney,14211.0,180905301,0.0,83501214.0,180905301.0
1055,The University of Western Australia,2016,Go8,349.0,48.0,397.0,False,The University of Western Australia,7299.0,91319416,0.0,43784634.0,91319416.0
2241,University of Canberra,2016,IRU,65.0,2.0,67.0,True,University of Canberra,4022.0,9288863,0.0,4059682.0,9288863.0
4331,University of Divinity,2016,non-aligned,18.0,2.0,20.0,True,University of Divinity,446.0,1524294,0.0,471622.0,1524294.0
3039,University of New England,2016,RUN,111.0,11.0,122.0,False,University of New England,3326.0,15777898,0.0,6867208.0,15777898.0
3013,University of New South Wales,2016,Go8,531.0,99.0,630.0,False,University of New South Wales,12309.0,164081786,0.0,73405081.0,164081786.0
3014,University of Newcastle,2016,ATN,228.0,13.0,241.0,False,University of Newcastle,6985.0,41325807,0.0,18521770.0,41325807.0
3027,University of South Australia,2016,ATN,199.0,10.0,209.0,False,University of South Australia,7339.0,34717915,0.0,14681239.0,34717915.0
2201,University of Southern Queensland,2016,RUN,79.0,6.0,85.0,False,University of Southern Queensland,4472.0,8273227,0.0,2974588.0,8273227.0
3045,University of Tasmania,2016,non-aligned,198.0,22.0,220.0,False,University of Tasmania,6925.0,43188276,0.0,19035741.0,43188276.0
3016,University of Technology Sydney,2016,ATN,178.0,28.0,206.0,False,University of Technology Sydney,10126.0,27045701,0.0,10688454.0,27045701.0
3043,University of the Sunshine Coast,2016,RUN,28.0,6.0,34.0,False,University of the Sunshine Coast,2048.0,4761828,0.0,2488112.0,4761828.0
1058,University of Wollongong,2016,non-aligned,235.0,40.0,275.0,False,University of Wollongong,6970.0,36142266,0.0,13819595.0,36142266.0
3007,Victoria University,2016,non-aligned,118.0,8.0,126.0,False,Victoria University,7387.0,11417455,0.0,4301296.0,11417455.0
3004,Western Sydney University,2016,IRU,130.0,22.0,152.0,False,Western Sydney University,9190.0,18171176,0.0,7464299.0,18171176.0
3006,Australian Catholic University,2015,non-aligned,40.0,8.0,48.0,False,Australian Catholic University,6123.0,5677120,0.0,2353686.0,5677120.0
3003,Bond University ,2015,non-aligned,23.0,2.0,25.0,True,Bond University ,1612.0,3339972,0.0,1526061.0,3339972.0
2200,Central Queensland University,2015,RUN,30.0,12.0,42.0,False,Central Queensland University,4015.0,5738541,0.0,2368583.0,5738541.0
3001,Charles Darwin University,2015,non-aligned,32.0,2.0,34.0,True,Charles Darwin University,1550.0,14376654,0.0,7839378.0,14376654.0
3005,Charles Sturt University,2015,RUN,93.0,11.0,104.0,False,Charles Sturt University,9263.0,9246530,0.0,3448626.0,9246530.0
2236,Curtin University,2015,ATN,259.0,33.0,292.0,False,Curtin University,10922.0,39229674,0.0,15129797.0,39229674.0
3030,Deakin University,2015,ATN,239.0,13.0,252.0,False,Deakin University,10431.0,26835057,0.0,10184205.0,26835057.0
2235,Edith Cowan University,2015,non-aligned,88.0,36.0,124.0,False,Edith Cowan University,5494.0,10943604,0.0,4020628.0,10943604.0
2154,Federation University Australia,2015,RUN,24.0,11.0,35.0,False,Federation University Australia,3830.0,3840217,0.0,1317397.0,3840217.0
3029,Flinders University,2015,IRU,131.0,15.0,146.0,False,Flinders University,5502.0,27735339,0.0,11864220.0,27735339.0
3032,Griffith University,2015,IRU,231.0,13.0,244.0,False,Griffith University,10591.0,37741170,0.0,15613716.0,37741170.0
1019,James Cook University,2015,IRU,118.0,18.0,136.0,False,James Cook University,4449.0,22889792,0.0,9849673.0,22889792.0
3020,La Trobe University,2015,IRU,182.0,23.0,205.0,False,La Trobe University,8712.0,28423711,0.0,11262157.0,28423711.0
3025,Macquarie University,2015,non-aligned,307.0,286.0,593.0,False,Macquarie University,9344.0,35881820,0.0,13120484.0,35881820.0
3035,Monash University,2015,Go8,735.0,126.0,861.0,False,Monash University,16967.0,146892243,0.0,69277037.0,146892243.0
1034,Murdoch University,2015,IRU,89.0,22.0,111.0,False,Murdoch University,5560.0,19278184,0.0,8137863.0,19278184.0
3042,Queensland University of Technology,2015,non-aligned,322.0,102.0,424.0,False,Queensland University of Technology,11674.0,47609881,0.0,18151163.0,47609881.0
3034,Royal Melbourne Institute of Technology,2015,ATN,242.0,36.0,278.0,False,Royal Melbourne Institute of Technology,16432.0,31255496,0.0,11321906.0,31255496.0
3038,Southern Cross University,2015,RUN,52.0,7.0,59.0,False,Southern Cross University,2569.0,8188810,0.0,3299533.0,8188810.0
2177,Swinburne University of Technology,2015,non-aligned,123.0,18.0,141.0,False,Swinburne University of Technology,6917.0,17768077,0.0,6607516.0,17768077.0
3033,The Australian National University,2015,Go8,368.0,29.0,397.0,False,The Australian National University,6049.0,102188941,0.0,49211402.0,102188941.0
3010,The University of Adelaide,2015,Go8,330.0,71.0,401.0,False,The University of Adelaide,6726.0,85629841,0.0,40473615.0,85629841.0
3036,The University of Melbourne,2015,Go8,637.0,128.0,765.0,False,The University of Melbourne,18155.0,186764595,0.0,88801991.0,186764595.0
3044,The University of Notre Dame Australia,2015,non-aligned,12.0,14.0,26.0,False,The University of Notre Dame Australia,2525.0,1215306,0.0,525193.0,1215306.0
3019,The University of Queensland,2015,Go8,665.0,83.0,748.0,False,The University of Queensland,12079.0,171104108,0.0,82335843.0,171104108.0
3040,The University of Sydney,2015,Go8,625.0,191.0,816.0,False,The University of Sydney,13653.0,180566039,0.0,83030194.0,180566039.0
1055,The University of Western Australia,2015,Go8,318.0,54.0,372.0,False,The University of Western Australia,7389.0,93278682,0.0,45380890.0,93278682.0
2241,University of Canberra,2015,IRU,69.0,5.0,74.0,False,University of Canberra,3929.0,8859691,0.0,3853654.0,8859691.0
4331,University of Divinity,2015,non-aligned,2.0,5.0,7.0,True,University of Divinity,401.0,1595617,0.0,446675.0,1595617.0
3039,University of New England,2015,RUN,85.0,12.0,97.0,False,University of New England,3567.0,15254732,0.0,6163846.0,15254732.0
3013,University of New South Wales,2015,Go8,574.0,109.0,683.0,False,University of New South Wales,11968.0,162308527,0.0,72401480.0,162308527.0
3014,University of Newcastle,2015,ATN,217.0,28.0,245.0,False,University of Newcastle,7286.0,41093834,0.0,18915354.0,41093834.0
3027,University of South Australia,2015,ATN,185.0,18.0,203.0,False,University of South Australia,7452.0,32897095,0.0,13116818.0,32897095.0
2201,University of Southern Queensland,2015,RUN,57.0,2.0,59.0,True,University of Southern Queensland,4599.0,7782177,0.0,2685859.0,7782177.0
3045,University of Tasmania,2015,non-aligned,166.0,15.0,181.0,False,University of Tasmania,5994.0,42835164,0.0,18470929.0,42835164.0
3016,University of Technology Sydney,2015,ATN,188.0,30.0,218.0,False,University of Technology Sydney,9671.0,26076110,0.0,10219083.0,26076110.0
3043,University of the Sunshine Coast,2015,RUN,27.0,2.0,29.0,True,University of the Sunshine Coast,1991.0,4153243,0.0,2071072.0,4153243.0
1058,University of Wollongong,2015,non-aligned,228.0,44.0,272.0,False,University of Wollongong,6687.0,34881509,0.0,13837606.0,34881509.0
3007,Victoria University,2015,non-aligned,116.0,5.0,121.0,False,Victoria University,6781.0,11299717,0.0,4105166.0,11299717.0
3004,Western Sydney University,2015,IRU,131.0,19.0,150.0,False,Western Sydney University,8971.0,17405056,0.0,7023708.0,17405056.0
3006,Australian Catholic University,2014,non-aligned,32.0,5.0,37.0,False,Australian Catholic University,,5274879,0.0,1946444.0,5274879.0
2246,Batchelor Institute of Indigenous Tertiary Education,2014,non-aligned,2.0,0.0,2.0,True,Batchelor Institute of Indigenous Tertiary Education,,378675,0.0,153734.0,378675.0
3003,Bond University ,2014,non-aligned,8.0,2.0,10.0,True,Bond University ,,2974574,0.0,1403339.0,2974574.0
2200,Central Queensland University,2014,RUN,33.0,13.0,46.0,False,Central Queensland University,,5372906,0.0,2128967.0,5372906.0
3001,Charles Darwin University,2014,non-aligned,34.0,8.0,42.0,False,Charles Darwin University,,14140195,0.0,7636666.0,14140195.0
3005,Charles Sturt University,2014,RUN,72.0,10.0,82.0,False,Charles Sturt University,,9100164,0.0,3410517.0,9100164.0
2236,Curtin University,2014,ATN,245.0,52.0,297.0,False,Curtin University,,37997827,0.0,14217729.0,37997827.0
3030,Deakin University,2014,ATN,270.0,10.0,280.0,False,Deakin University,,25454957,0.0,9344327.0,25454957.0
2235,Edith Cowan University,2014,non-aligned,86.0,37.0,123.0,False,Edith Cowan University,,10743702,0.0,3964890.0,10743702.0
2154,Federation University Australia,2014,RUN,15.0,2.0,17.0,True,Federation University Australia,,3837535,0.0,1188666.0,3837535.0
3029,Flinders University,2014,IRU,138.0,6.0,144.0,False,Flinders University,,27452196,0.0,11482720.0,27452196.0
3032,Griffith University,2014,IRU,213.0,17.0,230.0,False,Griffith University,,37337139,0.0,15369580.0,37337139.0
1019,James Cook University,2014,IRU,93.0,12.0,105.0,False,James Cook University,,21661835,0.0,9231403.0,21661835.0
3020,La Trobe University,2014,IRU,220.0,20.0,240.0,False,La Trobe University,,27030971,0.0,10424559.0,27030971.0
3025,Macquarie University,2014,non-aligned,297.0,96.0,393.0,False,Macquarie University,,34035087,0.0,12510403.0,34035087.0
3035,Monash University,2014,Go8,663.0,118.0,781.0,False,Monash University,,141374164,0.0,65646466.0,141374164.0
1034,Murdoch University,2014,IRU,76.0,17.0,93.0,False,Murdoch University,,19392616,0.0,7701652.0,19392616.0
3042,Queensland University of Technology,2014,non-aligned,292.0,89.0,381.0,False,Queensland University of Technology,,44656344,0.0,16293459.0,44656344.0
3034,Royal Melbourne Institute of Technology,2014,ATN,237.0,39.0,276.0,False,Royal Melbourne Institute of Technology,,29835667,0.0,10757214.0,29835667.0
3038,Southern Cross University,2014,RUN,31.0,2.0,33.0,True,Southern Cross University,,8208739,0.0,3109723.0,8208739.0
2177,Swinburne University of Technology,2014,non-aligned,124.0,7.0,131.0,False,Swinburne University of Technology,,16704134,0.0,6147850.0,16704134.0
3033,The Australian National University,2014,Go8,360.0,39.0,399.0,False,The Australian National University,,98932668,0.0,46689198.0,98932668.0
3010,The University of Adelaide,2014,Go8,334.0,52.0,386.0,False,The University of Adelaide,,84081660,0.0,39156089.0,84081660.0
3036,The University of Melbourne,2014,Go8,590.0,130.0,720.0,False,The University of Melbourne,,189244769,0.0,87838703.0,189244769.0
3044,The University of Notre Dame Australia,2014,non-aligned,12.0,5.0,17.0,False,The University of Notre Dame Australia,,1085705,0.0,423132.0,1085705.0
3019,The University of Queensland,2014,Go8,736.0,93.0,829.0,False,The University of Queensland,,163261485,0.0,76521226.0,163261485.0
3040,The University of Sydney,2014,Go8,653.0,194.0,847.0,False,The University of Sydney,,179528595,0.0,82282521.0,179528595.0
1055,The University of Western Australia,2014,Go8,258.0,48.0,306.0,False,The University of Western Australia,,90476360,0.0,42960378.0,90476360.0
2241,University of Canberra,2014,IRU,57.0,2.0,59.0,True,University of Canberra,,8418053,0.0,3687251.0,8418053.0
4331,University of Divinity,2014,non-aligned,2.0,2.0,4.0,True,University of Divinity,,1618300,0.0,386354.0,1618300.0
3039,University of New England,2014,RUN,81.0,7.0,88.0,False,University of New England,,14589627,0.0,5220465.0,14589627.0
3013,University of New South Wales,2014,Go8,633.0,142.0,775.0,False,University of New South Wales,,156198175,0.0,67301991.0,156198175.0
3014,University of Newcastle,2014,ATN,194.0,12.0,206.0,False,University of Newcastle,,40523059,0.0,18731927.0,40523059.0
3027,University of South Australia,2014,ATN,161.0,19.0,180.0,False,University of South Australia,,32014308,0.0,12479304.0,32014308.0
2201,University of Southern Queensland,2014,RUN,65.0,5.0,70.0,False,University of Southern Queensland,,7187702,0.0,2406048.0,7187702.0
3045,University of Tasmania,2014,non-aligned,153.0,13.0,166.0,False,University of Tasmania,,41513243,0.0,17521752.0,41513243.0
3016,University of Technology Sydney,2014,ATN,173.0,33.0,206.0,False,University of Technology Sydney,,25251599,0.0,9435247.0,25251599.0
3043,University of the Sunshine Coast,2014,RUN,18.0,2.0,20.0,True,University of the Sunshine Coast,,3236115,0.0,1383940.0,3236115.0
1058,University of Wollongong,2014,non-aligned,238.0,51.0,289.0,False,University of Wollongong,,33549296,0.0,13387135.0,33549296.0
3007,Victoria University,2014,non-aligned,102.0,13.0,115.0,False,Victoria University,,11307884,0.0,3827663.0,11307884.0
3004,Western Sydney University,2014,IRU,107.0,15.0,122.0,False,Western Sydney University,,16890375,0.0,6613672.0,16890375.0
3006,Australian Catholic University,2013,non-aligned,31.0,9.0,40.0,False,Australian Catholic University,,4776827,0.0,1550058.0,4776827.0
3003,Bond University ,2013,non-aligned,25.0,2.0,27.0,True,Bond University ,,2664338,0.0,1267178.0,2664338.0
2200,Central Queensland University,2013,RUN,44.0,10.0,54.0,False,Central Queensland University,,5087051,0.0,1894358.0,5087051.0
3001,Charles Darwin University,2013,non-aligned,17.0,5.0,22.0,False,Charles Darwin University,,13287348,0.0,7196687.0,13287348.0
3005,Charles Sturt University,2013,RUN,67.0,5.0,72.0,False,Charles Sturt University,,9304493,0.0,3717193.0,9304493.0
2236,Curtin University,2013,ATN,242.0,39.0,281.0,False,Curtin University,,37105524,0.0,13737418.0,37105524.0
3030,Deakin University,2013,ATN,174.0,14.0,188.0,False,Deakin University,,24442563,0.0,8617912.0,24442563.0
2235,Edith Cowan University,2013,non-aligned,84.0,27.0,111.0,False,Edith Cowan University,,10466304,0.0,3730046.0,10466304.0
2154,Federation University Australia,2013,RUN,18.0,2.0,20.0,True,Federation University Australia,,3891897,0.0,1181102.0,3891897.0
3029,Flinders University,2013,IRU,96.0,10.0,106.0,False,Flinders University,,26936493,0.0,11387915.0,26936493.0
3032,Griffith University,2013,IRU,186.0,12.0,198.0,False,Griffith University,,35705733,0.0,14685879.0,35705733.0
1019,James Cook University,2013,IRU,87.0,11.0,98.0,False,James Cook University,,20172471,0.0,8635699.0,20172471.0
3020,La Trobe University,2013,IRU,219.0,19.0,238.0,False,La Trobe University,,26097149,0.0,9879727.0,26097149.0
3025,Macquarie University,2013,non-aligned,287.0,10.0,297.0,False,Macquarie University,,31335405,0.0,11261113.0,31335405.0
3035,Monash University,2013,Go8,583.0,131.0,714.0,False,Monash University,,134197340,0.0,61106603.0,134197340.0
1034,Murdoch University,2013,IRU,84.0,13.0,97.0,False,Murdoch University,,19760683,0.0,7776855.0,19760683.0
3042,Queensland University of Technology,2013,non-aligned,284.0,90.0,374.0,False,Queensland University of Technology,,41756441,0.0,14649904.0,41756441.0
3034,Royal Melbourne Institute of Technology,2013,ATN,249.0,50.0,299.0,False,Royal Melbourne Institute of Technology,,28435579,0.0,9678634.0,28435579.0
3038,Southern Cross University,2013,RUN,58.0,0.0,58.0,False,Southern Cross University,,8045441,0.0,2747518.0,8045441.0
2177,Swinburne University of Technology,2013,non-aligned,127.0,14.0,141.0,False,Swinburne University of Technology,,15797694,0.0,5671493.0,15797694.0
3033,The Australian National University,2013,Go8,332.0,29.0,361.0,False,The Australian National University,,95717467,0.0,44825185.0,95717467.0
3010,The University of Adelaide,2013,Go8,286.0,47.0,333.0,False,The University of Adelaide,,81716448,0.0,37626073.0,81716448.0
3036,The University of Melbourne,2013,Go8,608.0,136.0,744.0,False,The University of Melbourne,,189249748,0.0,86391848.0,189249748.0
3044,The University of Notre Dame Australia,2013,non-aligned,8.0,2.0,10.0,True,The University of Notre Dame Australia,,1052380,0.0,377802.0,1052380.0
3019,The University of Queensland,2013,Go8,673.0,79.0,752.0,False,The University of Queensland,,157779766,0.0,72939934.0,157779766.0
3040,The University of Sydney,2013,Go8,702.0,199.0,901.0,False,The University of Sydney,,177323412,0.0,81198475.0,177323412.0
1055,The University of Western Australia,2013,Go8,288.0,58.0,346.0,False,The University of Western Australia,,87386448,0.0,40518176.0,87386448.0
2241,University of Canberra,2013,IRU,55.0,7.0,62.0,False,University of Canberra,,7816662,0.0,3281866.0,7816662.0
4331,University of Divinity,2013,non-aligned,7.0,6.0,13.0,False,University of Divinity,,1593006,0.0,327139.0,1593006.0
3039,University of New England,2013,RUN,71.0,12.0,83.0,False,University of New England,,14229642,0.0,4572266.0,14229642.0
3013,University of New South Wales,2013,Go8,610.0,131.0,741.0,False,University of New South Wales,,152293933,0.0,65271754.0,152293933.0
3014,University of Newcastle,2013,ATN,195.0,30.0,225.0,False,University of Newcastle,,39712955,0.0,17989861.0,39712955.0
3027,University of South Australia,2013,ATN,193.0,19.0,212.0,False,University of South Australia,,31428445,0.0,12154315.0,31428445.0
2201,University of Southern Queensland,2013,RUN,57.0,7.0,64.0,False,University of Southern Queensland,,6559680,0.0,2192278.0,6559680.0
