HEP_Code,Year,rbg_total,rbg_rtp,rbg_rsp_like,rbg_total_covid_adj
3033,2025,134666685,62363474.0,72303211.0,134666685.0
3033,2026,136790018,64192557.0,72597461.0,136790018.0
3034,2001,19567992,0.0,609081.0,19567992.0
3034,2002,19623305,0.0,779532.0,19623305.0
3034,2003,20535041,0.0,1010970.0,20535041.0
3034,2004,20853458,0.0,1106856.0,20853458.0
3034,2005,22102891,0.0,1231201.0,22102891.0
3034,2006,23268947,0.0,1620975.0,23268947.0
3034,2007,23967820,0.0,1736373.0,23967820.0
3034,2008,23994266,0.0,1649788.0,23994266.0
3034,2009,24636475,0.0,1669328.0,24636475.0
3034,2010,26765383,0.0,8011150.0,26765383.0
3034,2011,27074053,0.0,8542919.0,27074053.0
3034,2012,27430586,0.0,9107276.0,27430586.0
3034,2013,28435579,0.0,9678634.0,28435579.0
3034,2014,29835667,0.0,10757214.0,29835667.0
3034,2015,31255496,0.0,11321906.0,31255496.0
3034,2016,33378279,0.0,12288157.0,33378279.0
3034,2017,34676492,21285641.0,13390851.0,34676492.0
3034,2018,34204805,21264947.0,12939858.0,34204805.0
3034,2019,33438797,21145932.0,12292865.0,33438797.0
3034,2020,33425353,21525865.0,11899488.0,33425353.0
3034,2021,47926774,22010716.0,25916058.0,34394654.341820404
3034,2022,38172479,24817631.0,13354848.0,38172479.0
3034,2023,42474565,27264714.0,15209851.0,42474565.0
3034,2024,48981590,30396426.0,18585164.0,48981590.0
3034,2025,51357282,32798728.0,18558554.0,51357282.0
3034,2026,51382132,34068909.0,17313223.0,51382132.0
3035,2001,70385152,0.0,6139421.0,70385152.0
3035,2002,70841476,0.0,8078236.0,70841476.0
3035,2003,73048205,0.0,9639300.0,73048205.0
3035,2004,76665726,0.0,11037862.0,76665726.0
3035,2005,80657742,0.0,12705777.0,80657742.0
3035,2006,83757433,0.0,14184850.0,83757433.0
3035,2007,87979284,0.0,15625521.0,87979284.0
3035,2008,93388067,0.0,17954700.0,93388067.0
3035,2009,99972988,0.0,19255736.0,99972988.0
3035,2010,111235395,0.0,51146445.0,111235395.0
3035,2011,118434607,0.0,54260225.0,118434607.0
3035,2012,129000919,0.0,60547167.0,129000919.0
3035,2013,134197340,0.0,61106603.0,134197340.0
3035,2014,141374164,0.0,65646466.0,141374164.0
3035,2015,146892243,0.0,69277037.0,146892243.0
3035,2016,155160168,0.0,74599725.0,155160168.0
3035,2017,165579081,84211508.0,81367573.0,165579081.0
3035,2018,170346130,87173023.0,83173107.0,170346130.0
3035,2019,169985480,88128795.0,81856685.0,169985480.0
3035,2020,176665786,91723989.0,84941797.0,176665786.0
3035,2021,287039990,95438167.0,191601823.0,186291919.2597382
3035,2022,199664092,102424908.0,97239184.0,199664092.0
3035,2023,209259325,107450028.0,101809297.0,209259325.0
3035,2024,238965635,122798840.0,116166795.0,238965635.0
3035,2025,261366549,135257526.0,126109023.0,261366549.0
3035,2026,251889111,129570919.0,122318192.0,251889111.0
3036,2001,104082408,0.0,10738371.0,104082408.0
3036,2002,107399641,0.0,14378439.0,107399641.0
3036,2003,110980980,0.0,17626140.0,110980980.0
3036,2004,118874891,0.0,21901068.0,118874891.0
3036,2005,126769481,0.0,25038357.0,126769481.0
3036,2006,132779643,0.0,26050735.0,132779643.0
3036,2007,138504670,0.0,25779668.0,138504670.0
3036,2008,144250764,0.0,27095313.0,144250764.0
3036,2009,149949301,0.0,29070545.0,149949301.0
3036,2010,168915292,0.0,78123997.0,168915292.0
3036,2011,181074420,0.0,85328092.0,181074420.0
3036,2012,191907904,0.0,91952302.0,191907904.0
3036,2013,189249748,0.0,86391848.0,189249748.0
3036,2014,189244769,0.0,87838703.0,189244769.0
3036,2015,186764595,0.0,88801991.0,186764595.0
3036,2016,185051844,0.0,90001835.0,185051844.0
3036,2017,191256995,95762452.0,95494543.0,191256995.0
3036,2018,197305438,98127748.0,99177690.0,197305438.0
3036,2019,204472821,99880895.0,104591926.0,204472821.0
3036,2020,210568602,103597249.0,106971353.0,210568602.0
3036,2021,321081671,106567611.0,214514060.0,210019606.47759
3036,2022,222931509,111813256.0,111118253.0,222931509.0
3036,2023,234362937,114471132.0,119891805.0,234362937.0
3036,2024,243512096,117206808.0,126305288.0,243512096.0
3036,2025,248154772,121170874.0,126983898.0,248154772.0
3036,2026,245831669,122033532.0,123798137.0,245831669.0
3038,2001,4470774,0.0,251274.0,4470774.0
3038,2002,4766746,0.0,377248.0,4766746.0
3038,2003,4960930,0.0,432317.0,4960930.0
3038,2004,5239055,0.0,450402.0,5239055.0
3038,2005,5687527,0.0,475592.0,5687527.0
3038,2006,6034476,0.0,498334.0,6034476.0
3038,2007,6261580,0.0,398737.0,6261580.0
3038,2008,6253039,0.0,348351.0,6253039.0
3038,2009,6399372,0.0,392962.0,6399372.0
3038,2010,7132724,0.0,2483500.0,7132724.0
3038,2011,7318749,0.0,2338445.0,7318749.0
3038,2012,7824132,0.0,2535012.0,7824132.0
3038,2013,8045441,0.0,2747518.0,8045441.0
3038,2014,8208739,0.0,3109723.0,8208739.0
3038,2015,8188810,0.0,3299533.0,8188810.0
3038,2016,7882839,0.0,3202881.0,7882839.0
3038,2017,7688850,4416941.0,3271909.0,7688850.0
3038,2018,7517808,4356094.0,3161714.0,7517808.0
3038,2019,7244773,4241145.0,3003628.0,7244773.0
3038,2020,7109163,4204354.0,2904809.0,7109163.0
3038,2021,10084191,4119561.0,5964630.0,6988077.8359433
3038,2022,6153108,3326464.0,2826644.0,6153108.0
3038,2023,7138417,4129550.0,3008867.0,7138417.0
3038,2024,9071762,4997742.0,4074020.0,9071762.0
3038,2025,10061450,5075362.0,4986088.0,10061450.0
3038,2026,10587166,5377591.0,5209575.0,10587166.0
3039,2001,14951704,0.0,1182759.0,14951704.0
3039,2002,15557016,0.0,1400881.0,15557016.0
3039,2003,15868188,0.0,1630272.0,15868188.0
3039,2004,16502791,0.0,2012574.0,16502791.0
3039,2005,16155653,0.0,2182116.0,16155653.0
3039,2006,15800320,0.0,2095373.0,15800320.0
3039,2007,15249847,0.0,1766527.0,15249847.0
3039,2008,14778542,0.0,1583842.0,14778542.0
3039,2009,14088816,0.0,1466145.0,14088816.0
3039,2010,14766983,0.0,5095702.0,14766983.0
3039,2011,14334572,0.0,4725462.0,14334572.0
3039,2012,14539134,0.0,4828382.0,14539134.0
3039,2013,14229642,0.0,4572266.0,14229642.0
3039,2014,14589627,0.0,5220465.0,14589627.0
3039,2015,15254732,0.0,6163846.0,15254732.0
3039,2016,15777898,0.0,6867208.0,15777898.0
3039,2017,16338615,8913576.0,7425039.0,16338615.0
3039,2018,16344368,9072274.0,7272094.0,16344368.0
3039,2019,16457931,9093954.0,7363977.0,16457931.0
3039,2020,16661531,9114384.0,7547147.0,16661531.0
3039,2021,24723640,9083459.0,15640181.0,16605152.677680481
3039,2022,17409091,9261262.0,8147829.0,17409091.0
3039,2023,17907725,9929354.0,7978371.0,17907725.0
3039,2024,18574466,10271411.0,8303055.0,18574466.0
3039,2025,19376328,10316412.0,9059916.0,19376328.0
3039,2026,19127598,9982139.0,9145459.0,19127598.0
3040,2001,99025380,0.0,9421763.0,99025380.0
3040,2002,103719967,0.0,12432107.0,103719967.0
3040,2003,108148110,0.0,14543590.0,108148110.0
3040,2004,113693151,0.0,17395230.0,113693151.0
3040,2005,118397157,0.0,21150451.0,118397157.0
3040,2006,122030205,0.0,23727428.0,122030205.0
3040,2007,122951313,0.0,23941310.0,122951313.0
3040,2008,128473882,0.0,24526809.0,128473882.0
3040,2009,137451906,0.0,25483164.0,137451906.0
3040,2010,155842977,0.0,73475040.0,155842977.0
3040,2011,165580881,0.0,78298616.0,165580881.0
3040,2012,175507193,0.0,83733526.0,175507193.0
3040,2013,177323412,0.0,81198475.0,177323412.0
3040,2014,179528595,0.0,82282521.0,179528595.0
3040,2015,180566039,0.0,83030194.0,180566039.0
3040,2016,180905301,0.0,83501214.0,180905301.0
3040,2017,184626389,97465365.0,87161024.0,184626389.0
3040,2018,185555796,97508015.0,88047781.0,185555796.0
3040,2019,179952223,95918046.0,84034177.0,179952223.0
3040,2020,178474984,93517054.0,84957930.0,178474984.0
3040,2021,274510360,91933059.0,182577301.0,179438325.4485111
3040,2022,178391184,90173615.0,88217569.0,178391184.0
3040,2023,192353810,95933704.0,96420106.0,192353810.0
3040,2024,201525251,102046959.0,99478292.0,201525251.0
3040,2025,200062494,104725797.0,95336697.0,200062494.0
3040,2026,212588701,109518380.0,103070321.0,212588701.0
3042,2001,17547514,0.0,1013098.0,17547514.0
3042,2002,17700729,0.0,1335606.0,17700729.0
3042,2003,18044910,0.0,1495461.0,18044910.0
3042,2004,18766266,0.0,1745934.0,18766266.0
3042,2005,19918173,0.0,2049454.0,19918173.0
3042,2006,21330369,0.0,2372759.0,21330369.0
3042,2007,23562694,0.0,2939693.0,23562694.0
3042,2008,25551483,0.0,3301793.0,25551483.0
3042,2009,27816937,0.0,3237362.0,27816937.0
3042,2010,32735049,0.0,12476934.0,32735049.0
3042,2011,37042437,0.0,14553622.0,37042437.0
3042,2012,40537696,0.0,15656547.0,40537696.0
3042,2013,41756441,0.0,14649904.0,41756441.0
3042,2014,44656344,0.0,16293459.0,44656344.0
3042,2015,47609881,0.0,18151163.0,47609881.0
3042,2016,50167105,0.0,19629158.0,50167105.0
3042,2017,52746006,30847741.0,21898265.0,52746006.0
3042,2018,53587469,30990812.0,22596657.0,53587469.0
3042,2019,52571879,30583173.0,21988706.0,52571879.0
3042,2020,52474025,30903416.0,21570609.0,52474025.0
3042,2021,72857176,30830953.0,42026223.0,51691888.962143704
3042,2022,48384663,29068532.0,19316131.0,48384663.0
3042,2023,52786093,31692976.0,21093117.0,52786093.0
3042,2024,56855908,33921139.0,22934769.0,56855908.0
3042,2025,55800954,33086088.0,22714866.0,55800954.0
3042,2026,57751236,34422945.0,23328291.0,57751236.0
3043,2001,335796,0.0,481.0,335796.0
3043,2002,482191,0.0,4002.0,482191.0
3043,2003,611057,0.0,5102.0,611057.0
3043,2004,795997,0.0,41880.0,795997.0
3043,2005,1028880,0.0,72389.0,1028880.0
3043,2006,1033865,0.0,61116.0,1033865.0
3043,2007,1070296,0.0,50629.0,1070296.0
3043,2008,1099554,0.0,34825.0,1099554.0
3043,2009,1203755,0.0,77929.0,1203755.0
3043,2010,1718326,0.0,810203.0,1718326.0
3043,2011,1816499,0.0,733509.0,1816499.0
3043,2012,2337912,0.0,960946.0,2337912.0
3043,2013,2583089,0.0,963831.0,2583089.0
3043,2014,3236115,0.0,1383940.0,3236115.0
3043,2015,4153243,0.0,2071072.0,4153243.0
3043,2016,4761828,0.0,2488112.0,4761828.0
3043,2017,5155268,2428891.0,2726377.0,5155268.0
3043,2018,5999194,2776828.0,3222366.0,5999194.0
3043,2019,7073516,3112889.0,3960627.0,7073516.0
3043,2020,8424341,3739106.0,4685235.0,8424341.0
3043,2021,16348914,4597473.0,11751441.0,10048246.971083991
3043,2022,11382454,6211468.0,5170986.0,11382454.0
3043,2023,9990007,5545472.0,4444535.0,9990007.0
3043,2024,11915364,6488994.0,5426370.0,11915364.0
3043,2025,13448977,7120267.0,6328710.0,13448977.0
3043,2026,15573369,7850812.0,7722557.0,15573369.0
3044,2001,265304,0.0,9627.0,265304.0
3044,2002,326844,0.0,12521.0,326844.0
3044,2003,334215,0.0,19993.0,334215.0
3044,2004,346595,0.0,13954.0,346595.0
3044,2005,467905,0.0,0.0,467905.0
3044,2006,466381,0.0,0.0,466381.0
3044,2007,527922,0.0,327.0,527922.0
3044,2008,556266,0.0,17996.0,556266.0
3044,2009,629237,0.0,61531.0,629237.0
3044,2010,963209,0.0,477947.0,963209.0
3044,2011,834635,0.0,304470.0,834635.0
3044,2012,950179,0.0,356604.0,950179.0
3044,2013,1052380,0.0,377802.0,1052380.0
3044,2014,1085705,0.0,423132.0,1085705.0
3044,2015,1215306,0.0,525193.0,1215306.0
3044,2016,1516024,0.0,730578.0,1516024.0
3044,2017,1565690,819367.0,746323.0,1565690.0
3044,2018,1550538,829351.0,721187.0,1550538.0
3044,2019,1547370,862242.0,685128.0,1547370.0
3044,2020,1714856,1052269.0,662587.0,1714856.0
3044,2021,2343962,1214150.0,1129812.0,1854937.887646053
3044,2022,2183156,1702450.0,480706.0,2183156.0
3044,2023,2739981,2222326.0,517655.0,2739981.0
3044,2024,2843803,2116002.0,727801.0,2843803.0
3044,2025,2703065,1727823.0,975242.0,2703065.0
3044,2026,2942304,1863846.0,1078458.0,2942304.0
3045,2001,23803002,0.0,1980169.0,23803002.0
3045,2002,25627378,0.0,2680203.0,25627378.0
3045,2003,28142870,0.0,3372564.0,28142870.0
3045,2004,30708455,0.0,4375345.0,30708455.0
3045,2005,31000996,0.0,4994193.0,31000996.0
3045,2006,31141623,0.0,5590973.0,31141623.0
3045,2007,31487421,0.0,5815171.0,31487421.0
3045,2008,31652997,0.0,5670725.0,31652997.0
3045,2009,32155889,0.0,5723822.0,32155889.0
3045,2010,35020185,0.0,16651981.0,35020185.0
3045,2011,35557336,0.0,16308653.0,35557336.0
3045,2012,37410679,0.0,16166259.0,37410679.0
3045,2013,39168352,0.0,16179573.0,39168352.0
3045,2014,41513243,0.0,17521752.0,41513243.0
3045,2015,42835164,0.0,18470929.0,42835164.0
3045,2016,43188276,0.0,19035741.0,43188276.0
3045,2017,46477084,24257491.0,22219593.0,46477084.0
3045,2018,48079915,24642801.0,23437114.0,48079915.0
3045,2019,47368888,24664377.0,22704511.0,47368888.0
3045,2020,46966924,25009391.0,21957533.0,46966924.0
3045,2021,68293104,25397277.0,42895827.0,46632407.1625122
3045,2022,45790877,25859741.0,19931136.0,45790877.0
3045,2023,49478384,26684857.0,22793527.0,49478384.0
3045,2024,51490241,27645641.0,23844600.0,51490241.0
3045,2025,53578262,28627334.0,24950928.0,53578262.0
3045,2026,54121706,28782936.0,25338770.0,54121706.0
4331,2002,271055,0.0,0.0,271055.0
4331,2003,317858,0.0,0.0,317858.0
4331,2004,409904,0.0,0.0,409904.0
4331,2005,669840,0.0,0.0,669840.0
4331,2006,775240,0.0,0.0,775240.0
4331,2007,1025078,0.0,0.0,1025078.0
4331,2008,1018223,0.0,0.0,1018223.0
4331,2009,1012056,0.0,0.0,1012056.0
4331,2010,1316971,0.0,484282.0,1316971.0
4331,2011,1267872,0.0,312212.0,1267872.0
4331,2012,1520341,0.0,333539.0,1520341.0
4331,2013,1593006,0.0,327139.0,1593006.0
4331,2014,1618300,0.0,386354.0,1618300.0
4331,2015,1595617,0.0,446675.0,1595617.0
4331,2016,1524294,0.0,471622.0,1524294.0
4331,2017,1514531,934113.0,580418.0,1514531.0
4331,2018,1575419,909458.0,665961.0,1575419.0
4331,2019,1559767,888184.0,671583.0,1559767.0
4331,2020,1481157,831669.0,649488.0,1481157.0
4331,2021,2007726,819980.0,1187746.0,1448099.8447471191
4331,2022,1105180,636254.0,468926.0,1105180.0
4331,2023,974077,513984.0,460093.0,974077.0
4331,2024,1170689,673016.0,497673.0,1170689.0
4331,2025,1049080,588054.0,461026.0,1049080.0
4331,2026,993336,570943.0,422393.0,993336.0
4449,2016,49500,0.0,2038.0,49500.0
4449,2017,50442,38872.0,11570.0,50442.0
4449,2018,110830,45776.0,65054.0,110830.0
4449,2019,227845,69046.0,158799.0,227845.0
4449,2020,293490,101887.0,191603.0,293490.0
4449,2021,550210,130751.0,419459.0,330958.218572399
4449,2022,403109,193670.0,209439.0,403109.0
4449,2023,436616,208714.0,227902.0,436616.0
4449,2024,653160,387107.0,266053.0,653160.0
4449,2025,679015,381745.0,297270.0,679015.0
4449,2026,679204,400203.0,279001.0,679204.0
6102,2026,130330034,66199119.0,64130915.0,130330034.0
