HEP Code,Higher Education Provider,Year,State/Territory,Cohort,Doctorate by Research,Masters by Research
1019,James Cook University,1999,QLD,IRU,80,42
3020,La Trobe University,1999,VIC,IRU,111,41
3025,Macquarie University,1999,NSW,non-aligned,101,40
3035,Monash University,1999,VIC,Go8,278,113
1034,Murdoch University,1999,WA,IRU,68,<5
3042,Queensland University of Technology,1999,QLD,non-aligned,97,63
3034,Royal Melbourne Institute of Technology,1999,VIC,ATN,98,175
3038,Southern Cross University,1999,NSW,RUN,33,12
2177,Swinburne University of Technology,1999,VIC,non-aligned,23,45
3033,The Australian National University,1999,ACT,Go8,219,42
3010,The University of Adelaide,1999,SA,Go8,170,30
3036,The University of Melbourne,1999,VIC,Go8,339,204
3019,The University of Queensland,1999,QLD,Go8,340,107
3040,The University of Sydney,1999,NSW,Go8,342,158
1055,The University of Western Australia,1999,WA,Go8,167,66
2241,University of Canberra,1999,ACT,IRU,12,35
3039,University of New England,1999,NSW,RUN,66,33
3013,University of New South Wales,1999,NSW,Go8,310,68
3014,University of Newcastle,1999,NSW,ATN,74,29
3027,University of South Australia,1999,SA,ATN,61,25
2201,University of Southern Queensland,1999,QLD,RUN,11,9
3045,University of Tasmania,1999,TAS,non-aligned,92,17
3016,University of Technology Sydney,1999,NSW,ATN,57,28
3043,University of the Sunshine Coast,1999,QLD,RUN,<5,<5
1058,University of Wollongong,1999,NSW,non-aligned,94,30
3007,Victoria University,1999,VIC,non-aligned,18,17
3004,Western Sydney University,1999,NSW,IRU,44,26
3006,Australian Catholic University,1998,OTHER,non-aligned,6,8
2200,Central Queensland University,1998,QLD,RUN,8,10
3001,Charles Darwin University,1998,NT,non-aligned,8,5
3005,Charles Sturt University,1998,NSW,RUN,15,7
2236,Curtin University,1998,WA,ATN,69,51
3030,Deakin University,1998,VIC,ATN,54,18
2235,Edith Cowan University,1998,WA,non-aligned,16,39
2154,Federation University Australia,1998,VIC,RUN,<5,10
3029,Flinders University,1998,SA,IRU,84,8
3032,Griffith University,1998,QLD,IRU,84,27
1019,James Cook University,1998,QLD,IRU,58,25
3020,La Trobe University,1998,VIC,IRU,128,46
3025,Macquarie University,1998,NSW,non-aligned,102,37
3035,Monash University,1998,VIC,Go8,254,139
1034,Murdoch University,1998,WA,IRU,64,15
3042,Queensland University of Technology,1998,QLD,non-aligned,100,73
3034,Royal Melbourne Institute of Technology,1998,VIC,ATN,69,128
3038,Southern Cross University,1998,NSW,RUN,19,18
2177,Swinburne University of Technology,1998,VIC,non-aligned,27,31
3033,The Australian National University,1998,ACT,Go8,231,34
3010,The University of Adelaide,1998,SA,Go8,162,24
3036,The University of Melbourne,1998,VIC,Go8,303,176
3019,The University of Queensland,1998,QLD,Go8,316,123
3040,The University of Sydney,1998,NSW,Go8,330,140
1055,The University of Western Australia,1998,WA,Go8,183,73
2241,University of Canberra,1998,ACT,IRU,9,27
3039,University of New England,1998,NSW,RUN,74,53
3013,University of New South Wales,1998,NSW,Go8,287,76
3014,University of Newcastle,1998,NSW,ATN,66,39
3027,University of South Australia,1998,SA,ATN,47,29
2201,University of Southern Queensland,1998,QLD,RUN,14,12
3045,University of Tasmania,1998,TAS,non-aligned,85,23
3016,University of Technology Sydney,1998,NSW,ATN,52,28
3043,University of the Sunshine Coast,1998,QLD,RUN,<5,<5
1058,University of Wollongong,1998,NSW,non-aligned,52,24
3007,Victoria University,1998,VIC,non-aligned,29,31
3004,Western Sydney University,1998,NSW,IRU,38,26
3006,Australian Catholic University,1997,OTHER,non-aligned,<5,<5
2200,Central Queensland University,1997,QLD,RUN,6,12
3001,Charles Darwin University,1997,NT,non-aligned,12,17
3005,Charles Sturt University,1997,NSW,RUN,12,12
2236,Curtin University,1997,WA,ATN,61,57
3030,Deakin University,1997,VIC,ATN,38,25
2235,Edith Cowan University,1997,WA,non-aligned,10,42
2154,Federation University Australia,1997,VIC,RUN,<5,5
3029,Flinders University,1997,SA,IRU,74,18
3032,Griffith University,1997,QLD,IRU,61,27
1019,James Cook University,1997,QLD,IRU,69,27
3020,La Trobe University,1997,VIC,IRU,129,48
3025,Macquarie University,1997,NSW,non-aligned,83,38
3035,Monash University,1997,VIC,Go8,249,184
1034,Murdoch University,1997,WA,IRU,54,9
3042,Queensland University of Technology,1997,QLD,non-aligned,55,61
3034,Royal Melbourne Institute of Technology,1997,VIC,ATN,59,124
3038,Southern Cross University,1997,NSW,RUN,15,14
2177,Swinburne University of Technology,1997,VIC,non-aligned,30,46
3033,The Australian National University,1997,ACT,Go8,233,34
3010,The University of Adelaide,1997,SA,Go8,165,42
3036,The University of Melbourne,1997,VIC,Go8,301,193
3019,The University of Queensland,1997,QLD,Go8,311,117
3040,The University of Sydney,1997,NSW,Go8,380,133
1055,The University of Western Australia,1997,WA,Go8,147,65
2241,University of Canberra,1997,ACT,IRU,5,15
3039,University of New England,1997,NSW,RUN,67,48
3013,University of New South Wales,1997,NSW,Go8,310,81
3014,University of Newcastle,1997,NSW,ATN,80,60
3027,University of South Australia,1997,SA,ATN,50,26
2201,University of Southern Queensland,1997,QLD,RUN,<5,17
3045,University of Tasmania,1997,TAS,non-aligned,64,29
3016,University of Technology Sydney,1997,NSW,ATN,44,43
1058,University of Wollongong,1997,NSW,non-aligned,99,43
3007,Victoria University,1997,VIC,non-aligned,35,26
3004,Western Sydney University,1997,NSW,IRU,33,35
3006,Australian Catholic University,1996,OTHER,non-aligned,<5,5
2200,Central Queensland University,1996,QLD,RUN,7,9
3001,Charles Darwin University,1996,NT,non-aligned,<5,38
3005,Charles Sturt University,1996,NSW,RUN,<5,<5
2236,Curtin University,1996,WA,ATN,46,57
3030,Deakin University,1996,VIC,ATN,30,34
2235,Edith Cowan University,1996,WA,non-aligned,6,45
2154,Federation University Australia,1996,VIC,RUN,<5,5
3029,Flinders University,1996,SA,IRU,62,21
3032,Griffith University,1996,QLD,IRU,76,22
1019,James Cook University,1996,QLD,IRU,69,36
3020,La Trobe University,1996,VIC,IRU,90,61
3025,Macquarie University,1996,NSW,non-aligned,54,35
3035,Monash University,1996,VIC,Go8,231,174
1034,Murdoch University,1996,WA,IRU,63,11
3042,Queensland University of Technology,1996,QLD,non-aligned,54,66
3034,Royal Melbourne Institute of Technology,1996,VIC,ATN,41,98
3038,Southern Cross University,1996,NSW,RUN,9,13
2177,Swinburne University of Technology,1996,VIC,non-aligned,27,40
3033,The Australian National University,1996,ACT,Go8,133,28
3010,The University of Adelaide,1996,SA,Go8,172,34
3036,The University of Melbourne,1996,VIC,Go8,294,202
3019,The University of Queensland,1996,QLD,Go8,299,111
3040,The University of Sydney,1996,NSW,Go8,307,113
1055,The University of Western Australia,1996,WA,Go8,144,69
2241,University of Canberra,1996,ACT,IRU,8,35
3039,University of New England,1996,NSW,RUN,77,42
3013,University of New South Wales,1996,NSW,Go8,255,100
3014,University of Newcastle,1996,NSW,ATN,75,53
3027,University of South Australia,1996,SA,ATN,23,30
2201,University of Southern Queensland,1996,QLD,RUN,<5,20
3045,University of Tasmania,1996,TAS,non-aligned,73,37
3016,University of Technology Sydney,1996,NSW,ATN,37,38
1058,University of Wollongong,1996,NSW,non-aligned,94,35
3007,Victoria University,1996,VIC,non-aligned,16,16
3004,Western Sydney University,1996,NSW,IRU,23,27
3006,Australian Catholic University,1995,OTHER,non-aligned,0,5
2200,Central Queensland University,1995,QLD,RUN,<5,10
3001,Charles Darwin University,1995,NT,non-aligned,6,20
3005,Charles Sturt University,1995,NSW,RUN,<5,9
2236,Curtin University,1995,WA,ATN,54,68
3030,Deakin University,1995,VIC,ATN,28,30
2235,Edith Cowan University,1995,WA,non-aligned,<5,35
2154,Federation University Australia,1995,VIC,RUN,<5,<5
3029,Flinders University,1995,SA,IRU,64,22
3032,Griffith University,1995,QLD,IRU,46,19
1019,James Cook University,1995,QLD,IRU,63,42
3020,La Trobe University,1995,VIC,IRU,101,59
3025,Macquarie University,1995,NSW,non-aligned,69,30
3035,Monash University,1995,VIC,Go8,214,231
1034,Murdoch University,1995,WA,IRU,38,8
3042,Queensland University of Technology,1995,QLD,non-aligned,24,55
3034,Royal Melbourne Institute of Technology,1995,VIC,ATN,36,101
3038,Southern Cross University,1995,NSW,RUN,<5,15
2177,Swinburne University of Technology,1995,VIC,non-aligned,<5,23
3033,The Australian National University,1995,ACT,Go8,143,19
3010,The University of Adelaide,1995,SA,Go8,119,38
3036,The University of Melbourne,1995,VIC,Go8,257,222
3019,The University of Queensland,1995,QLD,Go8,224,106
3040,The University of Sydney,1995,NSW,Go8,262,126
1055,The University of Western Australia,1995,WA,Go8,113,75
2241,University of Canberra,1995,ACT,IRU,7,23
3039,University of New England,1995,NSW,RUN,62,47
3013,University of New South Wales,1995,NSW,Go8,251,101
3014,University of Newcastle,1995,NSW,ATN,35,44
3027,University of South Australia,1995,SA,ATN,12,27
2201,University of Southern Queensland,1995,QLD,RUN,0,17
3045,University of Tasmania,1995,TAS,non-aligned,66,23
3016,University of Technology Sydney,1995,NSW,ATN,35,49
1058,University of Wollongong,1995,NSW,non-aligned,71,42
3007,Victoria University,1995,VIC,non-aligned,7,15
3004,Western Sydney University,1995,NSW,IRU,8,14
3006,Australian Catholic University,1994,OTHER,non-aligned,0,16
2200,Central Queensland University,1994,QLD,RUN,<5,11
3001,Charles Darwin University,1994,NT,non-aligned,<5,15
3005,Charles Sturt University,1994,NSW,RUN,<5,<5
2236,Curtin University,1994,WA,ATN,22,71
3030,Deakin University,1994,VIC,ATN,27,30
2235,Edith Cowan University,1994,WA,non-aligned,<5,28
2154,Federation University Australia,1994,VIC,RUN,0,<5
3029,Flinders University,1994,SA,IRU,67,22
3032,Griffith University,1994,QLD,IRU,32,13
1019,James Cook University,1994,QLD,IRU,46,31
3020,La Trobe University,1994,VIC,IRU,98,59
3025,Macquarie University,1994,NSW,non-aligned,58,37
3035,Monash University,1994,VIC,Go8,182,174
1034,Murdoch University,1994,WA,IRU,53,14
3042,Queensland University of Technology,1994,QLD,non-aligned,31,69
3034,Royal Melbourne Institute of Technology,1994,VIC,ATN,43,134
3038,Southern Cross University,1994,NSW,RUN,<5,7
2177,Swinburne University of Technology,1994,VIC,non-aligned,7,74
3033,The Australian National University,1994,ACT,Go8,139,22
3010,The University of Adelaide,1994,SA,Go8,142,35
3036,The University of Melbourne,1994,VIC,Go8,206,156
3019,The University of Queensland,1994,QLD,Go8,235,106
3040,The University of Sydney,1994,NSW,Go8,244,142
1055,The University of Western Australia,1994,WA,Go8,114,65
2241,University of Canberra,1994,ACT,IRU,<5,39
3039,University of New England,1994,NSW,RUN,39,28
3013,University of New South Wales,1994,NSW,Go8,227,98
3014,University of Newcastle,1994,NSW,ATN,42,36
3027,University of South Australia,1994,SA,ATN,7,16
2201,University of Southern Queensland,1994,QLD,RUN,0,15
3045,University of Tasmania,1994,TAS,non-aligned,43,16
3016,University of Technology Sydney,1994,NSW,ATN,20,44
1058,University of Wollongong,1994,NSW,non-aligned,59,35
3007,Victoria University,1994,VIC,non-aligned,<5,20
3004,Western Sydney University,1994,NSW,IRU,<5,43
3006,Australian Catholic University,1993,OTHER,non-aligned,0,6
2200,Central Queensland University,1993,QLD,RUN,<5,5
3001,Charles Darwin University,1993,NT,non-aligned,5,8
3005,Charles Sturt University,1993,NSW,RUN,0,<5
2236,Curtin University,1993,WA,ATN,15,39
3030,Deakin University,1993,VIC,ATN,20,25
2235,Edith Cowan University,1993,WA,non-aligned,<5,15
2154,Federation University Australia,1993,VIC,RUN,0,<5
3029,Flinders University,1993,SA,IRU,47,15
3032,Griffith University,1993,QLD,IRU,24,10
1019,James Cook University,1993,QLD,IRU,30,22
3020,La Trobe University,1993,VIC,IRU,82,38
3025,Macquarie University,1993,NSW,non-aligned,67,36
3035,Monash University,1993,VIC,Go8,144,109
1034,Murdoch University,1993,WA,IRU,28,12
3042,Queensland University of Technology,1993,QLD,non-aligned,8,47
3034,Royal Melbourne Institute of Technology,1993,VIC,ATN,7,69
2177,Swinburne University of Technology,1993,VIC,non-aligned,<5,53
3033,The Australian National University,1993,ACT,Go8,133,27
3010,The University of Adelaide,1993,SA,Go8,94,24
3036,The University of Melbourne,1993,VIC,Go8,156,101
3019,The University of Queensland,1993,QLD,Go8,243,84
3040,The University of Sydney,1993,NSW,Go8,217,140
1055,The University of Western Australia,1993,WA,Go8,80,66
2241,University of Canberra,1993,ACT,IRU,<5,31
3039,University of New England,1993,NSW,RUN,42,42
3013,University of New South Wales,1993,NSW,Go8,162,116
3014,University of Newcastle,1993,NSW,ATN,47,39
3027,University of South Australia,1993,SA,ATN,<5,16
2201,University of Southern Queensland,1993,QLD,RUN,0,13
3045,University of Tasmania,1993,TAS,non-aligned,71,28
3016,University of Technology Sydney,1993,NSW,ATN,11,26
1058,University of Wollongong,1993,NSW,non-aligned,49,35
3007,Victoria University,1993,VIC,non-aligned,<5,6
3004,Western Sydney University,1993,NSW,IRU,0,40
2200,Central Queensland University,1992,QLD,RUN,0,5
3001,Charles Darwin University,1992,NT,non-aligned,<5,9
3005,Charles Sturt University,1992,NSW,RUN,0,5
2236,Curtin University,1992,WA,ATN,<5,27
3030,Deakin University,1992,VIC,ATN,22,16
2235,Edith Cowan University,1992,WA,non-aligned,0,16
2154,Federation University Australia,1992,VIC,RUN,0,5
3029,Flinders University,1992,SA,IRU,29,10
3032,Griffith University,1992,QLD,IRU,27,8
1019,James Cook University,1992,QLD,IRU,26,19
3020,La Trobe University,1992,VIC,IRU,71,36
3025,Macquarie University,1992,NSW,non-aligned,41,32
3035,Monash University,1992,VIC,Go8,83,43
1034,Murdoch University,1992,WA,IRU,26,14
3042,Queensland University of Technology,1992,QLD,non-aligned,<5,32
3034,Royal Melbourne Institute of Technology,1992,VIC,ATN,9,33
2177,Swinburne University of Technology,1992,VIC,non-aligned,0,33
3033,The Australian National University,1992,ACT,Go8,143,31
3010,The University of Adelaide,1992,SA,Go8,79,29
3036,The University of Melbourne,1992,VIC,Go8,165,139
3019,The University of Queensland,1992,QLD,Go8,184,80
3040,The University of Sydney,1992,NSW,Go8,201,143
1055,The University of Western Australia,1992,WA,Go8,103,82
2241,University of Canberra,1992,ACT,IRU,<5,9
3039,University of New England,1992,NSW,RUN,37,33
3013,University of New South Wales,1992,NSW,Go8,157,84
3014,University of Newcastle,1992,NSW,ATN,39,37
3027,University of South Australia,1992,SA,ATN,<5,10
2201,University of Southern Queensland,1992,QLD,RUN,0,5
3045,University of Tasmania,1992,TAS,non-aligned,32,21
3016,University of Technology Sydney,1992,NSW,ATN,7,19
1058,University of Wollongong,1992,NSW,non-aligned,27,17
3007,Victoria University,1992,VIC,non-aligned,<5,24
3004,Western Sydney University,1992,NSW,IRU,<5,33
2200,Central Queensland University,1991,QLD,RUN,0,<5
3001,Charles Darwin University,1991,NT,non-aligned,0,6
2236,Curtin University,1991,WA,ATN,6,21
3030,Deakin University,1991,VIC,ATN,16,17
2235,Edith Cowan University,1991,WA,non-aligned,0,13
3029,Flinders University,1991,SA,IRU,41,13
3032,Griffith University,1991,QLD,IRU,34,11
1019,James Cook University,1991,QLD,IRU,38,43
3020,La Trobe University,1991,VIC,IRU,56,45
3025,Macquarie University,1991,NSW,non-aligned,64,35
3035,Monash University,1991,VIC,Go8,130,49
1034,Murdoch University,1991,WA,IRU,34,<5
3042,Queensland University of Technology,1991,QLD,non-aligned,<5,18
3034,Royal Melbourne Institute of Technology,1991,VIC,ATN,8,31
2177,Swinburne University of Technology,1991,VIC,non-aligned,<5,13
3033,The Australian National University,1991,ACT,Go8,140,18
3010,The University of Adelaide,1991,SA,Go8,81,24
3036,The University of Melbourne,1991,VIC,Go8,160,95
3019,The University of Queensland,1991,QLD,Go8,176,72
3040,The University of Sydney,1991,NSW,Go8,146,118
1055,The University of Western Australia,1991,WA,Go8,86,65
2241,University of Canberra,1991,ACT,IRU,0,14
3039,University of New England,1991,NSW,RUN,34,39
3013,University of New South Wales,1991,NSW,Go8,150,99
3014,University of Newcastle,1991,NSW,ATN,28,32
3027,University of South Australia,1991,SA,ATN,0,5
3045,University of Tasmania,1991,TAS,non-aligned,43,20
3016,University of Technology Sydney,1991,NSW,ATN,<5,7
1058,University of Wollongong,1991,NSW,non-aligned,40,29
3007,Victoria University,1991,VIC,non-aligned,0,<5
3004,Western Sydney University,1991,NSW,IRU,0,13
2200,Central Queensland University,1990,QLD,RUN,0,<5
3001,Charles Darwin University,1990,NT,non-aligned,0,<5
3005,Charles Sturt University,1990,NSW,RUN,0,<5
2236,Curtin University,1990,WA,ATN,6,27
3030,Deakin University,1990,VIC,ATN,16,9
2235,Edith Cowan University,1990,WA,non-aligned,0,<5
3029,Flinders University,1990,SA,IRU,31,10
3032,Griffith University,1990,QLD,IRU,16,10
1019,James Cook University,1990,QLD,IRU,30,17
3020,La Trobe University,1990,VIC,IRU,58,25
3025,Macquarie University,1990,NSW,non-aligned,48,26
3035,Monash University,1990,VIC,Go8,128,86
1034,Murdoch University,1990,WA,IRU,16,8
3042,Queensland University of Technology,1990,QLD,non-aligned,<5,14
3034,Royal Melbourne Institute of Technology,1990,VIC,ATN,<5,11
2177,Swinburne University of Technology,1990,VIC,non-aligned,<5,10
3033,The Australian National University,1990,ACT,Go8,184,20
3010,The University of Adelaide,1990,SA,Go8,63,26
3036,The University of Melbourne,1990,VIC,Go8,209,117
3019,The University of Queensland,1990,QLD,Go8,155,65
3040,The University of Sydney,1990,NSW,Go8,72,55
1055,The University of Western Australia,1990,WA,Go8,85,60
2241,University of Canberra,1990,ACT,IRU,0,7
3039,University of New England,1990,NSW,RUN,29,25
3013,University of New South Wales,1990,NSW,Go8,130,67
3014,University of Newcastle,1990,NSW,ATN,30,16
3027,University of South Australia,1990,SA,ATN,0,<5
2201,University of Southern Queensland,1990,QLD,RUN,0,<5
3045,University of Tasmania,1990,TAS,non-aligned,11,19
3016,University of Technology Sydney,1990,NSW,ATN,<5,19
1058,University of Wollongong,1990,NSW,non-aligned,34,23
3007,Victoria University,1990,VIC,non-aligned,0,<5
3004,Western Sydney University,1990,NSW,IRU,0,12
3001,Charles Darwin University,1989,NT,non-aligned,<5,0
2236,Curtin University,1989,WA,ATN,<5,7
3030,Deakin University,1989,VIC,ATN,18,15
2235,Edith Cowan University,1989,WA,non-aligned,0,<5
2154,Federation University Australia,1989,VIC,RUN,0,<5
3029,Flinders University,1989,SA,IRU,33,0
3032,Griffith University,1989,QLD,IRU,29,12
1019,James Cook University,1989,QLD,IRU,32,26
3020,La Trobe University,1989,VIC,IRU,57,24
3025,Macquarie University,1989,NSW,non-aligned,57,29
3035,Monash University,1989,VIC,Go8,121,0
1034,Murdoch University,1989,WA,IRU,29,<5
3042,Queensland University of Technology,1989,QLD,non-aligned,0,14
3034,Royal Melbourne Institute of Technology,1989,VIC,ATN,<5,9
2177,Swinburne University of Technology,1989,VIC,non-aligned,0,5
3033,The Australian National University,1989,ACT,Go8,130,18
3010,The University of Adelaide,1989,SA,Go8,81,34
3036,The University of Melbourne,1989,VIC,Go8,168,188
3019,The University of Queensland,1989,QLD,Go8,168,74
3040,The University of Sydney,1989,NSW,Go8,5,16
1055,The University of Western Australia,1989,WA,Go8,78,66
2241,University of Canberra,1989,ACT,IRU,0,12
3039,University of New England,1989,NSW,RUN,39,43
3013,University of New South Wales,1989,NSW,Go8,94,31
3014,University of Newcastle,1989,NSW,ATN,25,27
3027,University of South Australia,1989,SA,ATN,0,<5
3045,University of Tasmania,1989,TAS,non-aligned,13,45
3016,University of Technology Sydney,1989,NSW,ATN,<5,17
1058,University of Wollongong,1989,NSW,non-aligned,26,18
3007,Victoria University,1989,VIC,non-aligned,<5,<5
