HEP_Code,Institution,Cohort,Year,is_go8,is_covid_year,growth_hdr_completions_pct,growth_rbg_total_pct,growth_rbg_rtp_pct,growth_rbg_rsp_pct
1058,University of Wollongong,non-aligned,2023,0,0,-4.839654086184986,-0.533822640178272,3.5309727498564314,-7.42011772533786
1058,University of Wollongong,non-aligned,2024,0,0,4.049136135473663,10.166675241356415,8.215142040638668,13.567022661784733
2154,Federation University Australia,RUN,2016,0,0,-29.725152346793138,3.9278881251208375,0.0,19.43958079866075
2154,Federation University Australia,RUN,2017,0,0,23.84110234449981,-3.3105099119790538,1461.7258299561477,2.13230859086444
2154,Federation University Australia,RUN,2018,0,0,28.76820724517808,-3.01625741758631,-2.7169433050055147,-3.425950911928055
2154,Federation University Australia,RUN,2019,0,0,-9.531017980432477,-3.37569700152347,-2.1181164581760115,-5.12934943158232
2154,Federation University Australia,RUN,2020,0,0,30.01045924503383,0.6202957772465822,3.3297755085076375,-3.3453582851121766
2154,Federation University Australia,RUN,2021,0,1,-11.778303565638337,28.582218655014202,3.4737750807757095,57.552391700256855
2154,Federation University Australia,RUN,2022,0,0,-15.76289442035832,-28.973243880327892,12.33448535271382,-88.8850907987159
2154,Federation University Australia,RUN,2023,0,0,7.061756721395307,13.480997089745017,14.527962738967659,10.895888321238978
2154,Federation University Australia,RUN,2024,0,0,14.76359988060647,3.0580560120966993,-0.08825710295816691,10.55775785242421
2177,Swinburne University of Technology,non-aligned,2016,0,0,-6.595796779179786,3.444298684744851,0.0,0.8550380454460438
2177,Swinburne University of Technology,non-aligned,2017,0,0,7.3025135014890274,0.2945243311273771,1626.9707711215915,2.1322889132354916
2177,Swinburne University of Technology,non-aligned,2018,0,0,26.452876747706355,-2.144820121921498,-1.4028837395155591,-3.425940584512688
