HEP_Code,Institution,Cohort,Year,is_go8,is_covid_year,growth_hdr_completions_pct,growth_rbg_total_pct,growth_rbg_rtp_pct,growth_rbg_rsp_pct
3030,Deakin University,ATN,2021,0,1,21.74594109592194,42.64688109336099,2.298793326064441,81.0301955620723
3030,Deakin University,ATN,2022,0,0,3.5203635192980087,-34.33885481196839,1.8695000351694802,-67.16449393818635
3030,Deakin University,ATN,2023,0,0,4.006699259688595,14.272281525886754,14.109303661649264,14.4803522350049
3030,Deakin University,ATN,2024,0,0,11.138463026120693,20.805882357797145,22.44753917406186,18.674066677539614
3032,Griffith University,IRU,2016,0,0,37.21286878405721,0.863780774314904,0.0,0.8164118767162165
3032,Griffith University,IRU,2017,0,0,0.5633817718256218,1.9506841258380092,1692.0250498227758,4.7958390546433805
3032,Griffith University,IRU,2018,0,0,-7.583807639150475,4.119791908351544,3.8100141648161667,4.536626454259718
3032,Griffith University,IRU,2019,0,0,7.864312731911305,1.5840944004594348,3.1267806771747786,-0.5222700773863664
3032,Griffith University,IRU,2020,0,0,-7.561740640257586,0.8005730681006185,3.1212190828874498,-2.5185919459158157
3032,Griffith University,IRU,2021,0,1,-0.9104766992918734,38.61181746369944,2.5091274563575183,75.48067948429633
3032,Griffith University,IRU,2022,0,0,-1.5361285161487714,-38.506722313200825,-0.537697211052901,-78.18628445417879
3032,Griffith University,IRU,2023,0,0,6.5892093808703756,1.684535364287143,3.3310509829199475,-0.9081682858973039
3032,Griffith University,IRU,2024,0,0,-16.337180801429252,9.224113160660607,8.345663364279332,10.621039561997847
3033,The Australian National University,Go8,2016,1,0,1.7478597273959728,2.9115747448727802,0.0,3.5412933100008814
3033,The Australian National University,Go8,2017,1,0,15.979244373392643,9.373046110373195,1783.88591903454,15.709281031934452
3033,The Australian National University,Go8,2018,1,0,-18.73977098258157,3.982251947785187,2.214151860774649,5.610724078679752
3033,The Australian National University,Go8,2019,1,0,2.760526609188929,2.4202949839551735,1.0953320328717098,3.605112635635166
3033,The Australian National University,Go8,2020,1,0,-16.953240067763353,2.370934258531676,2.251196675903344,2.4765523616640195
3033,The Australian National University,Go8,2021,1,1,11.876007530420996,44.81115753418976,0.6952082192860587,72.14098892957814
3033,The Australian National University,Go8,2022,1,0,-6.176459425484637,-53.87271244510359,-10.3449126948302,-80.68718443793976
3033,The Australian National University,Go8,2023,1,0,11.005860361380204,-3.06831648299557,-2.208604468041031,-3.823558545010286
3033,The Australian National University,Go8,2024,1,0,7.410797215372256,11.238438470272172,10.415249230337409,11.961843084154111
3034,Royal Melbourne Institute of Technology,ATN,2016,0,0,0.7168489478612372,6.571012636674212,0.0,8.189651985646762
3034,Royal Melbourne Institute of Technology,ATN,2017,0,0,20.002113389335552,3.8156634307966897,1687.3543271895471,8.593575955886124
3034,Royal Melbourne Institute of Technology,ATN,2018,0,0,-14.445128273854468,-1.369586211766105,-0.0972677587039783,-3.4259397287605964
3034,Royal Melbourne Institute of Technology,ATN,2019,0,0,18.737632745557864,-2.264931858678665,-0.5612489777195862,-5.12933025223532
3034,Royal Melbourne Institute of Technology,ATN,2020,0,0,-0.5617992304222774,-0.04021287993971612,1.7807688769835295,-3.2523638783519715
3034,Royal Melbourne Institute of Technology,ATN,2021,0,1,6.012739797259492,36.035962052811854,2.2274190340340283,77.83674026031093
3034,Royal Melbourne Institute of Technology,ATN,2022,0,0,1.8397365139716015,-22.75594934766083,12.002490232396568,-66.29833115927966
3034,Royal Melbourne Institute of Technology,ATN,2023,0,0,12.470347850095731,10.679061524601252,9.403901068317566,13.00638450444005
3034,Royal Melbourne Institute of Technology,ATN,2024,0,0,-2.7973852042406655,14.253908703948426,10.873169702702512,20.042031799447102
3035,Monash University,Go8,2016,1,0,-6.106025676124638,5.475864816785148,0.0,7.402332601201067
3035,Monash University,Go8,2017,1,0,7.833184326990761,6.499098618356669,1824.8842144457758,8.684000667043534
3035,Monash University,Go8,2018,1,0,0.6825965070399675,2.838351440721709,3.4563327290850765,2.1947234856707354
3035,Monash University,Go8,2019,1,0,-2.9921679865049455,-0.21194042774901334,1.090441025066724,-1.5954088127440258
3035,Monash University,Go8,2020,1,0,-1.530341813988656,3.854671132221199,3.998462406874026,3.699630649598973
3035,Monash University,Go8,2021,1,1,3.1526253646774194,48.53618110721065,3.969462371774668,81.34530993337421
3035,Monash University,Go8,2022,1,0,9.635456632223072,-36.29851294925892,7.065135339283302,-67.82456223009561
3035,Monash University,Go8,2023,1,0,6.564698798076574,4.6937857755906975,4.7895958460483,4.592766827179062
3035,Monash University,Go8,2024,1,0,-13.478899077811235,13.27454826869463,13.35216857395487,13.192562019032295
3036,The University of Melbourne,Go8,2016,1,0,16.36294237818019,-0.921294991273669,0.0,1.3420988093361785
3036,The University of Melbourne,Go8,2017,1,0,-8.81218712736569,3.2982023544313677,1837.738122456704,5.923904548149395
3036,The University of Melbourne,Go8,2018,1,0,21.31544318299845,3.1134927535742207,2.4399514203210515,3.7843985310864525
3036,The University of Melbourne,Go8,2019,1,0,-5.537398395214765,3.5682087267844054,1.770824531834947,5.315326955537003
3036,The University of Melbourne,Go8,2020,1,0,-6.965857660417996,2.937643826124159,3.6532349294436273,2.249471028511252
3036,The University of Melbourne,Go8,2021,1,1,-21.320420941165175,42.18840172942677,2.826885337225349,69.58142143613095
3036,The University of Melbourne,Go8,2022,1,0,0.8207980417829219,-36.48309278047819,4.805049377423387,-65.77803074252166
3036,The University of Melbourne,Go8,2023,1,0,15.842336063303808,5.000633684460709,2.349254637013587,7.599473449350214
3036,The University of Melbourne,Go8,2024,1,0,1.7291497110060838,3.8295690253427495,2.3617295257640336,5.211218597314371
3038,Southern Cross University,RUN,2016,0,0,11.211729812070548,-3.808046999009207,0.0,-2.9730226039234253
3038,Southern Cross University,RUN,2017,0,0,-16.430305129127554,-2.4916890701497607,1530.0957933006998,2.1322889350335217
3038,Southern Cross University,RUN,2018,0,0,-19.671029424605457,-2.249662136238051,-1.387159077417266,-3.4259321004149967
3038,Southern Cross University,RUN,2019,0,0,-27.329333499968158,-3.6994362780045975,-2.6742504311046744,-5.129339426675905
3038,Southern Cross University,RUN,2020,0,0,10.821358464023279,-1.8895727962279452,-0.8712624969332339,-3.345325191368609
3038,Southern Cross University,RUN,2021,0,1,36.17900446055033,34.958443467632705,-2.0374050702011814,71.94793856932407
3038,Southern Cross University,RUN,2022,0,0,-21.868920096483002,-49.40116300249979,-21.383672633039552,-74.67568828908267
3038,Southern Cross University,RUN,2023,0,0,16.362942378180236,14.853372306924761,21.625856424295797,6.247345370426238
3038,Southern Cross University,RUN,2024,0,0,-5.8268908123976,23.967546898634495,19.081776823338714,30.306663103284315
3039,University of New England,RUN,2016,0,0,22.931006622987393,3.3720349950495887,0.0,10.805668560256976
3039,University of New England,RUN,2017,0,0,-12.188981760903683,3.492122456318114,1600.3086065730254,7.810031822865149
3039,University of New England,RUN,2018,0,0,-22.778393087071258,0.035204865231719396,1.7647441585189938,-2.0813654115958258
3039,University of New England,RUN,2019,0,0,7.825219689974894,0.6924115514937768,0.23868477586717063,1.2555856979137303
3039,University of New England,RUN,2020,0,0,9.23733201310144,1.229504059039499,0.22440278265030145,2.456947098789186
3039,University of New England,RUN,2021,0,1,11.99593150789795,39.46573416651802,-0.3398757728518831,72.86736968889312
3039,University of New England,RUN,2022,0,0,-22.31435513142097,-35.076732989606896,1.938525726148299,-65.20917965411037
3039,University of New England,RUN,2023,0,0,-2.197890671877545,2.8239642951191968,6.9655096083863555,-2.1017256114202354
3039,University of New England,RUN,2024,0,0,-8.096906253366676,3.6555657877496373,3.3868984407732228,3.9889264084802534
3040,The University of Sydney,Go8,2016,1,0,6.752120087549507,0.18771175585747812,0.0,0.5656845897188845
3040,The University of Sydney,Go8,2017,1,0,2.040887163120697,2.036056872690395,1839.500764208945,4.289608784261745
3040,The University of Sydney,Go8,2018,1,0,-79.34078655241264,0.5021359700723593,0.043749562817296805,1.0122374518747534
3040,The University of Sydney,Go8,2019,1,0,75.33338141950594,-3.0664236001879175,-1.644044038420489,-4.665604789247624
3040,The University of Sydney,Go8,2020,1,0,-15.785691639196386,-0.8242942140135767,-2.5350323984653755,1.0932607647866632
3040,The University of Sydney,Go8,2021,1,1,11.975707015969395,43.054055584519446,-1.7083122744260493,76.50174576765707
3040,The University of Sydney,Go8,2022,1,0,-0.8531435049468961,-43.10101997008147,-1.932382499269636,-72.7367512279212
3040,The University of Sydney,Go8,2023,1,0,14.342718777345453,7.535763475996404,6.192050192446175,8.890861014646134
3040,The University of Sydney,Go8,2024,1,0,-10.382993314909506,4.657825202747645,6.1775720121776345,3.1224701173698577
3042,Queensland University of Technology,non-aligned,2016,0,0,1.6374634871789695,5.231920929577072,0.0,7.8281478045109765
3042,Queensland University of Technology,non-aligned,2017,0,0,-1.4018921179330235,5.012852082561636,1724.457408035094,10.939129610169118
3042,Queensland University of Technology,non-aligned,2018,0,0,2.7844026171172764,1.5827199581018192,0.46272510703708747,3.13945650431684
3042,Queensland University of Technology,non-aligned,2019,0,0,-2.549384882621908,-1.9133896419113228,-1.3240817711022146,-2.7273017077238393
3042,Queensland University of Technology,non-aligned,2020,0,0,0.9345862418236983,-0.18630717539380726,1.0416772209278946,-1.91972642453635
3042,Queensland University of Technology,non-aligned,2021,0,1,2.978456135752783,32.81827463071565,-0.23475750850963095,66.69620869360351
3042,Queensland University of Technology,non-aligned,2022,0,0,-6.770379621982148,-40.93181482247488,-5.886293837053103,-77.73532306656676
3042,Queensland University of Technology,non-aligned,2023,0,0,-8.569472110488263,8.706488252725464,8.643886454462901,8.800622880291087
3042,Queensland University of Technology,non-aligned,2024,0,0,6.371581438610718,7.427237153288502,6.794331032507728,8.370727732232552
3043,University of the Sunshine Coast,RUN,2016,0,0,15.906469462968742,13.674215327878336,0.0,18.34578423181643
3043,University of the Sunshine Coast,RUN,2017,0,0,5.715841383994835,7.938747634365129,1470.2945332543497,9.144943164350217
3043,University of the Sunshine Coast,RUN,2018,0,0,65.05875661411497,15.160602239280152,13.387449448478606,16.714225076002442
3043,University of the Sunshine Coast,RUN,2019,0,0,23.180161405732402,16.473254200676912,11.424196483715576,20.628647372188524
3043,University of the Sunshine Coast,RUN,2020,0,0,-49.56162051024617,17.47675847165837,18.329531151811906,16.801372845146645
3043,University of the Sunshine Coast,RUN,2021,0,1,24.9215791623985,66.30362195243276,20.666025930287546,91.95597968507894
3043,University of the Sunshine Coast,RUN,2022,0,0,-9.237332013101529,-36.208842619169346,30.089045620147736,-82.09124853648504
3043,University of the Sunshine Coast,RUN,2023,0,0,13.554549199622379,-13.048775356626052,-11.341552201266758,-15.13881344335779
3043,University of the Sunshine Coast,RUN,2024,0,0,-13.554549199622379,17.62433664503895,15.712577208593181,19.959515053709964
3044,The University of Notre Dame Australia,non-aligned,2016,0,0,-12.260232209233246,22.109522129442283,0.0,33.00701875873653
3044,The University of Notre Dame Australia,non-aligned,2017,0,0,47.542369671507466,3.2235503165923163,1361.6287369913155,2.132248069678866
3044,The University of Notre Dame Australia,non-aligned,2018,0,0,48.342664957787605,-0.9724653914156889,1.2111376283858277,-3.426001671440204
3044,The University of Notre Dame Australia,non-aligned,2019,0,0,-35.6674943938732,-0.20452518953604226,3.889250650742504,-5.129278353397382
3044,The University of Notre Dame Australia,non-aligned,2020,0,0,30.538164955118184,10.277239649222913,19.916809031085947,-3.3453812126415627
3044,The University of Notre Dame Australia,non-aligned,2021,0,1,1.739174271186883,31.25135479011938,14.309545843791227,53.36546561903894
3044,The University of Notre Dame Australia,non-aligned,2022,0,0,-32.27733922630507,-7.107112367289048,33.80241465457061,-85.45506695642703
3044,The University of Notre Dame Australia,non-aligned,2023,0,0,-24.116205681688818,22.71794497629962,26.648600509271958,7.4053140582105215
3044,The University of Notre Dame Australia,non-aligned,2024,0,0,41.55154439616658,3.719125483672059,-4.90259359521712,34.07186619794604
3045,University of Tasmania,non-aligned,2016,0,0,19.51305150865359,0.8209715475071988,0.0,3.0120226640324432
3045,University of Tasmania,non-aligned,2017,0,0,4.445176257083361,7.339030438615168,1700.423603486225,15.465614984528031
3045,University of Tasmania,non-aligned,2018,0,0,-2.197890671877545,3.3905148423833964,1.5759332254660308,5.3346367049627474
3045,University of Tasmania,non-aligned,2019,0,0,20.79171039829184,-1.4898880451472252,0.08751667506565752,-3.175720705005247
3045,University of Tasmania,non-aligned,2020,0,0,-15.174683251586352,-0.8522032602382268,1.3891418429867741,-3.3453357500281555
3045,University of Tasmania,non-aligned,2021,0,1,-6.062462181643546,37.436518586958556,1.5390569220084416,66.96642787640599
3045,University of Tasmania,non-aligned,2022,0,0,6.481750007647147,-39.97239160152546,1.8045394272409254,-76.64914163768621
3045,University of Tasmania,non-aligned,2023,0,0,1.6597891409037224,7.745100819147055,3.1408893130080884,13.419346004485533
3045,University of Tasmania,non-aligned,2024,0,0,-0.8264509849893464,3.985640723710304,3.5371815398413275,4.508118446084808
4331,University of Divinity,non-aligned,2016,0,0,104.98221244986776,-4.572914324679367,0.0,5.434655645905906
4331,University of Divinity,non-aligned,2017,0,0,-51.08256237659905,-0.642553196763096,1374.735269490359,20.757071634526447
4331,University of Divinity,non-aligned,2018,0,0,-8.701137698962969,3.9415448566202826,-2.6748598248920175,13.748257664365582
4331,University of Divinity,non-aligned,2019,0,0,59.78370007556202,-0.9984817511535127,-2.3669888937604355,0.8406501929680843
4331,University of Divinity,non-aligned,2020,0,0,-104.98221244986776,-5.171291201179429,-6.574440361013245,-3.3453252007493717
4331,University of Divinity,non-aligned,2021,0,1,45.19851237430574,30.41791992153673,-1.4154575407847148,60.3628312159902
4331,University of Divinity,non-aligned,2022,0,0,16.705408466316605,-59.699452070428016,-25.368209503504247,-92.93676988679832
4331,University of Divinity,non-aligned,2023,0,0,-61.90392084062235,-12.62731406540567,-21.34057181159097,-1.901633051952345
4331,University of Divinity,non-aligned,2024,0,0,69.31471805599452,18.385738739437585,26.957696694174693,7.8514591883234175
4449,Torrens University Australia,non-aligned,2018,0,0,0.0,78.71733344063472,16.348573920415177,172.6802153023071
4449,Torrens University Australia,non-aligned,2019,0,0,-69.31471805599453,72.06680774199742,41.1013012832667,89.24215573353322
4449,Torrens University Australia,non-aligned,2020,0,0,0.0,25.31779939299099,38.909140689478505,18.778627147023386
4449,Torrens University Australia,non-aligned,2021,0,1,69.31471805599453,62.845645639687575,24.943039506413633,78.3540262697338
4449,Torrens University Australia,non-aligned,2022,0,0,109.86122886681098,-31.109302669443117,39.286092864029776,-69.45332582184972
4449,Torrens University Australia,non-aligned,2023,0,0,-109.86122886681098,7.984709342078133,7.480921402941654,8.4483184478918
4449,Torrens University Australia,non-aligned,2024,0,0,150.4077396776274,40.27680319734355,61.773624683368666,15.477982506274834
