RowKey,HEP_Code,Institution,Cohort,Year,g_rbg_total_pct,g_hdr_completions_next_year_pct
3043_2018,3043,University of the Sunshine Coast,RUN,2018,15.160602239280152,23.180161405732402
3043_2019,3043,University of the Sunshine Coast,RUN,2019,16.473254200676912,-49.56162051024617
3043_2020,3043,University of the Sunshine Coast,RUN,2020,17.47675847165837,-9.237332013101529
3043_2022,3043,University of the Sunshine Coast,RUN,2022,-36.208842619169346,13.554549199622379
3043_2023,3043,University of the Sunshine Coast,RUN,2023,-13.048775356626052,-13.554549199622379
3044_2016,3044,The University of Notre Dame Australia,non-aligned,2016,22.109522129442283,47.542369671507466
3044_2017,3044,The University of Notre Dame Australia,non-aligned,2017,3.2235503165923163,48.342664957787605
3044_2018,3044,The University of Notre Dame Australia,non-aligned,2018,-0.9724653914156889,-35.6674943938732
3044_2019,3044,The University of Notre Dame Australia,non-aligned,2019,-0.20452518953604226,30.538164955118184
3044_2020,3044,The University of Notre Dame Australia,non-aligned,2020,10.277239649222913,-32.27733922630507
3044_2022,3044,The University of Notre Dame Australia,non-aligned,2022,-7.107112367289048,-24.116205681688818
3044_2023,3044,The University of Notre Dame Australia,non-aligned,2023,22.71794497629962,41.55154439616658
3045_2016,3045,University of Tasmania,non-aligned,2016,0.8209715475071988,4.445176257083361
3045_2017,3045,University of Tasmania,non-aligned,2017,7.339030438615168,-2.197890671877545
3045_2018,3045,University of Tasmania,non-aligned,2018,3.3905148423833964,20.79171039829184
3045_2019,3045,University of Tasmania,non-aligned,2019,-1.4898880451472252,-15.174683251586352
3045_2020,3045,University of Tasmania,non-aligned,2020,-0.8522032602382268,6.481750007647147
3045_2022,3045,University of Tasmania,non-aligned,2022,-39.97239160152546,1.6597891409037224
3045_2023,3045,University of Tasmania,non-aligned,2023,7.745100819147055,-0.8264509849893464
4331_2016,4331,University of Divinity,non-aligned,2016,-4.572914324679367,-51.08256237659905
4331_2017,4331,University of Divinity,non-aligned,2017,-0.642553196763096,-8.701137698962969
4331_2018,4331,University of Divinity,non-aligned,2018,3.9415448566202826,59.78370007556202
4331_2019,4331,University of Divinity,non-aligned,2019,-0.9984817511535127,-104.98221244986776
4331_2020,4331,University of Divinity,non-aligned,2020,-5.171291201179429,16.705408466316605
4331_2022,4331,University of Divinity,non-aligned,2022,-59.699452070428016,-61.90392084062235
4331_2023,4331,University of Divinity,non-aligned,2023,-12.62731406540567,69.31471805599452
4449_2018,4449,Torrens University Australia,non-aligned,2018,78.71733344063472,-69.31471805599453
4449_2019,4449,Torrens University Australia,non-aligned,2019,72.06680774199742,0.0
4449_2020,4449,Torrens University Australia,non-aligned,2020,25.31779939299099,109.86122886681098
4449_2022,4449,Torrens University Australia,non-aligned,2022,-31.109302669443117,-109.86122886681098
4449_2023,4449,Torrens University Australia,non-aligned,2023,7.984709342078133,150.4077396776274
