HEP_Code,Institution,Cohort,Year,hdr_completions,total_completions,rbg_total,rbg_rtp,rbg_rsp,is_go8,Go8_Label,rbg_per_hdr_completion,is_covid_year
2177,Swinburne University of Technology,non-aligned,2024,276.0,9410.0,29979057,19342184.0,10636873.0,0,Rest of sector,108619.77173913043,0
3033,The Australian National University,Go8,2024,434.0,7059.0,125022054,58237230.0,66784824.0,1,Go8,288069.24884792627,0
3010,The University of Adelaide,Go8,2024,345.0,8038.0,102833586,53241854.0,49591732.0,1,Go8,298068.3652173913,0
3036,The University of Melbourne,Go8,2024,875.0,23195.0,243512096,117206808.0,126305288.0,1,Go8,278299.5382857143,0
3044,The University of Notre Dame Australia,non-aligned,2024,50.0,2075.0,2843803,2116002.0,727801.0,0,Rest of sector,56876.06,0
3019,The University of Queensland,Go8,2024,766.0,14426.0,181718120,96646012.0,85072108.0,1,Go8,237229.92167101827,0
3040,The University of Sydney,Go8,2024,850.0,22556.0,201525251,102046959.0,99478292.0,1,Go8,237088.5305882353,0
1055,The University of Western Australia,Go8,2024,333.0,6821.0,89181877,43932830.0,45249047.0,1,Go8,267813.44444444444,0
4449,Torrens University Australia,non-aligned,2024,18.0,5662.0,653160,387107.0,266053.0,0,Rest of sector,36286.666666666664,0
2241,University of Canberra,IRU,2024,62.0,4557.0,8326756,4673318.0,3653438.0,0,Rest of sector,134302.51612903227,0
4331,University of Divinity,non-aligned,2024,14.0,489.0,1170689,673016.0,497673.0,0,Rest of sector,83620.64285714286,0
3039,University of New England,RUN,2024,83.0,3481.0,18574466,10271411.0,8303055.0,0,Rest of sector,223788.7469879518,0
3013,University of New South Wales,Go8,2024,769.0,20821.0,204439251,105060012.0,99379239.0,1,Go8,265850.7815344603,0
3014,University of Newcastle,ATN,2024,231.0,7983.0,55282508,31145614.0,24136894.0,0,Rest of sector,239318.21645021645,0
3027,University of South Australia,ATN,2024,164.0,7763.0,33883655,17306833.0,16576822.0,0,Rest of sector,206607.6524390244,0
2201,University of Southern Queensland,RUN,2024,131.0,4378.0,16191389,10225314.0,5966075.0,0,Rest of sector,123598.3893129771,0
3045,University of Tasmania,non-aligned,2024,241.0,9898.0,51490241,27645641.0,23844600.0,0,Rest of sector,213652.45228215767,0
3016,University of Technology Sydney,ATN,2024,377.0,12318.0,47084992,30025624.0,17059368.0,0,Rest of sector,124893.87798408489,0
3043,University of the Sunshine Coast,RUN,2024,62.0,3457.0,11915364,6488994.0,5426370.0,0,Rest of sector,192183.29032258064,0
1058,University of Wollongong,non-aligned,2024,252.0,8216.0,40629758,25561863.0,15067895.0,0,Rest of sector,161229.1984126984,0
3007,Victoria University,non-aligned,2024,86.0,11241.0,11538694,6499964.0,5038730.0,0,Rest of sector,134170.86046511628,0
3004,Western Sydney University,IRU,2024,243.0,10936.0,25922427,16496385.0,9426042.0,0,Rest of sector,106676.65432098765,0
3006,Australian Catholic University,non-aligned,2023,41.0,7182.0,4356586,2876087.0,1480499.0,0,Rest of sector,106258.19512195123,0
2246,Batchelor Institute of Indigenous Tertiary Education,non-aligned,2023,2.0,3.0,349025,174602.0,174423.0,0,Rest of sector,174512.5,0
3003,Bond University ,non-aligned,2023,21.0,1754.0,2774328,1864695.0,909633.0,0,Rest of sector,132110.85714285713,0
2200,Central Queensland University,RUN,2023,52.0,3918.0,7423540,3840243.0,3583297.0,0,Rest of sector,142760.38461538462,0
3001,Charles Darwin University,non-aligned,2023,50.0,2929.0,19235065,8539898.0,10695167.0,0,Rest of sector,384701.3,0
3005,Charles Sturt University,RUN,2023,63.0,7331.0,7147484,4642645.0,2504839.0,0,Rest of sector,113452.12698412698,0
2236,Curtin University,ATN,2023,297.0,10255.0,50684099,29670302.0,21013797.0,0,Rest of sector,170653.53198653198,0
3030,Deakin University,ATN,2023,331.0,13284.0,42829550,23997700.0,18831850.0,0,Rest of sector,129394.41087613293,0
2235,Edith Cowan University,non-aligned,2023,140.0,6089.0,10281811,6580496.0,3701315.0,0,Rest of sector,73441.50714285714,0
2154,Federation University Australia,RUN,2023,44.0,3233.0,4157383,2974444.0,1182939.0,0,Rest of sector,94485.97727272728,0
3029,Flinders University,IRU,2023,143.0,5419.0,30849454,16850703.0,13998751.0,0,Rest of sector,215730.44755244756,0
3032,Griffith University,IRU,2023,345.0,9305.0,42175399,26006458.0,16168941.0,0,Rest of sector,122247.53333333334,0
1019,James Cook University,IRU,2023,119.0,4612.0,17631072,10432319.0,7198753.0,0,Rest of sector,148160.26890756303,0
3020,La Trobe University,IRU,2023,242.0,8075.0,33333108,17964869.0,15368239.0,0,Rest of sector,137740.11570247935,0
3025,Macquarie University,non-aligned,2023,515.0,8574.0,48530421,31331018.0,17199403.0,0,Rest of sector,94233.82718446602,0
3035,Monash University,Go8,2023,1023.0,23134.0,209259325,107450028.0,101809297.0,1,Go8,204554.5698924731,0
1034,Murdoch University,IRU,2023,135.0,4666.0,16082128,9700041.0,6382087.0,0,Rest of sector,119126.87407407408,0
3042,Queensland University of Technology,non-aligned,2023,380.0,10535.0,52786093,31692976.0,21093117.0,0,Rest of sector,138910.77105263158,0
3034,Royal Melbourne Institute of Technology,ATN,2023,435.0,17944.0,42474565,27264714.0,15209851.0,0,Rest of sector,97642.67816091955,0
3038,Southern Cross University,RUN,2023,53.0,4192.0,7138417,4129550.0,3008867.0,0,Rest of sector,134687.11320754717,0
2177,Swinburne University of Technology,non-aligned,2023,250.0,8491.0,25138998,15728868.0,9410130.0,0,Rest of sector,100555.992,0
3033,The Australian National University,Go8,2023,403.0,6371.0,111732293,52476862.0,59255431.0,1,Go8,277251.34739454096,0
3010,The University of Adelaide,Go8,2023,386.0,7377.0,98356628,50193228.0,48163400.0,1,Go8,254809.91709844558,0
3036,The University of Melbourne,Go8,2023,860.0,22194.0,234362937,114471132.0,119891805.0,1,Go8,272515.0430232558,0
3044,The University of Notre Dame Australia,non-aligned,2023,33.0,2401.0,2739981,2222326.0,517655.0,0,Rest of sector,83029.72727272728,0
3019,The University of Queensland,Go8,2023,797.0,13850.0,180611789,94870189.0,85741600.0,1,Go8,226614.5407779172,0
3040,The University of Sydney,Go8,2023,943.0,20718.0,192353810,95933704.0,96420106.0,1,Go8,203980.71049840935,0
1055,The University of Western Australia,Go8,2023,373.0,6427.0,85047271,42064772.0,42982499.0,1,Go8,228008.76943699733,0
4449,Torrens University Australia,non-aligned,2023,4.0,4702.0,436616,208714.0,227902.0,0,Rest of sector,109154.0,0
2241,University of Canberra,IRU,2023,84.0,3906.0,7351273,4001021.0,3350252.0,0,Rest of sector,87515.15476190476,0
4331,University of Divinity,non-aligned,2023,7.0,448.0,974077,513984.0,460093.0,0,Rest of sector,139153.85714285713,0
3039,University of New England,RUN,2023,90.0,3556.0,17907725,9929354.0,7978371.0,0,Rest of sector,198974.72222222222,0
3013,University of New South Wales,Go8,2023,801.0,18433.0,196013585,97780933.0,98232652.0,1,Go8,244711.09238451935,0
3014,University of Newcastle,ATN,2023,237.0,7475.0,54950636,30662349.0,24288287.0,0,Rest of sector,231859.22362869198,0
3027,University of South Australia,ATN,2023,173.0,7212.0,33186798,16956684.0,16230114.0,0,Rest of sector,191831.20231213872,0
2201,University of Southern Queensland,RUN,2023,136.0,3756.0,13162298,8665604.0,4496694.0,0,Rest of sector,96781.60294117648,0
3045,University of Tasmania,non-aligned,2023,243.0,9103.0,49478384,26684857.0,22793527.0,0,Rest of sector,203614.74897119342,0
3016,University of Technology Sydney,ATN,2023,364.0,10453.0,44449378,28541184.0,15908194.0,0,Rest of sector,122113.67582417582,0
3043,University of the Sunshine Coast,RUN,2023,71.0,3111.0,9990007,5545472.0,4444535.0,0,Rest of sector,140704.32394366196,0
1058,University of Wollongong,non-aligned,2023,242.0,7311.0,36702101,23545862.0,13156239.0,0,Rest of sector,151661.5743801653,0
3007,Victoria University,non-aligned,2023,85.0,10514.0,10369681,6635317.0,3734364.0,0,Rest of sector,121996.24705882353,0
3004,Western Sydney University,IRU,2023,277.0,9328.0,24291938,15943858.0,8348080.0,0,Rest of sector,87696.52707581228,0
3006,Australian Catholic University,non-aligned,2022,38.0,7423.0,4588489,3120749.0,1467740.0,0,Rest of sector,120749.71052631579,0
2246,Batchelor Institute of Indigenous Tertiary Education,non-aligned,2022,0.0,,343521,209801.0,133720.0,0,Rest of sector,,0
3003,Bond University ,non-aligned,2022,32.0,1545.0,2467455,1544813.0,922642.0,0,Rest of sector,77107.96875,0
2200,Central Queensland University,RUN,2022,59.0,4096.0,6875103,3688488.0,3186615.0,0,Rest of sector,116527.16949152542,0
